,animal_id,animal_type,outcome_type
60898,A695188,Dog,Adoption
60899,A723079,Dog,Adoption
60900,A716278,Dog,Transfer
60901,A720975,Dog,Transfer
60902,A728498,Dog,Adoption
60903,A754102,Cat,Adoption
60904,A754578,Dog,Euthanasia
60905,A715198,Cat,Transfer
60906,A742894,Dog,Transfer
60907,A734045,Cat,Adoption
60908,A727641,Cat,Died
60909,A727453,Cat,Adoption
60910,A719139,Cat,Transfer
60911,A737242,Cat,Adoption
60912,A703266,Cat,Transfer
60913,A702959,Dog,Return to Owner
60914,A738846,Cat,Adoption
60915,A742712,Dog,Adoption
60916,A757242,Dog,Adoption
60917,A748965,Cat,Adoption
60918,A701194,Cat,Adoption
60919,A744558,Dog,Adoption
60920,A714176,Cat,Transfer
60921,A725474,Dog,Return to Owner
60922,A699111,Cat,Adoption
60923,A724240,Cat,Transfer
60924,A724584,Cat,Adoption
60925,A675622,Dog,Adoption
60926,A761856,Dog,Adoption
60927,A709087,Cat,Adoption
60928,A734423,Cat,Transfer
60929,A719990,Other,Euthanasia
60930,A577582,Dog,Return to Owner
60931,A755703,Cat,Adoption
60932,A757279,Dog,Adoption
60933,A719170,Dog,Transfer
60934,A734812,Cat,Transfer
60935,A736119,Other,Adoption
60936,A712157,Dog,Return to Owner
60937,A727275,Cat,Transfer
60938,A736092,Dog,Return to Owner
60939,A743939,Cat,Adoption
60940,A717168,Cat,Adoption
60941,A721174,Dog,Return to Owner
60942,A713935,Cat,Euthanasia
60943,A712888,Dog,Return to Owner
60944,A740666,Dog,Return to Owner
60945,A719340,Dog,Adoption
60946,A703254,Cat,Adoption
60947,A744231,Dog,Adoption
60948,A702128,Cat,Adoption
60949,A757775,Dog,Adoption
60950,A724495,Cat,Transfer
60951,A758774,Other,Transfer
60952,A722718,Dog,Return to Owner
60953,A707129,Dog,Return to Owner
60954,A733323,Dog,Adoption
60955,A718530,Dog,Adoption
60956,A761115,Dog,Adoption
60957,A700622,Dog,Adoption
60958,A728617,Dog,Transfer
60959,A699141,Cat,Adoption
60960,A757986,Dog,Return to Owner
60961,A723503,Dog,Return to Owner
60962,A743453,Dog,Adoption
60963,A717895,Dog,Transfer
60964,A736105,Cat,Transfer
60965,A710195,Cat,Transfer
60966,A732555,Cat,Transfer
60967,A739787,Dog,Return to Owner
60968,A732676,Dog,Adoption
60969,A737205,Cat,Return to Owner
60970,A702180,Dog,Return to Owner
60971,A760475,Cat,Transfer
60972,A762972,Cat,Transfer
60973,A723723,Dog,Adoption
60974,A754076,Cat,Transfer
60975,A737585,Cat,Adoption
60976,A701293,Dog,Return to Owner
60977,A696605,Dog,Adoption
60978,A747561,Dog,Return to Owner
60979,A723360,Cat,Transfer
60980,A749797,Cat,Adoption
60981,A729806,Cat,Adoption
60982,A755102,Cat,Adoption
60983,A711334,Cat,Adoption
60984,A712948,Dog,Adoption
60985,A744661,Dog,Return to Owner
60986,A703949,Cat,Adoption
60987,A717680,Cat,Transfer
60988,A693240,Dog,Return to Owner
60989,A739784,Dog,Return to Owner
60990,A712392,Cat,Adoption
60991,A688164,Dog,Return to Owner
60992,A701451,Dog,Return to Owner
60993,A728654,Cat,Adoption
60994,A757880,Dog,Return to Owner
60995,A733261,Dog,Adoption
60996,A754906,Cat,Adoption
60997,A724898,Cat,Euthanasia
60998,A721839,Cat,Transfer
60999,A337603,Dog,Return to Owner
61000,A696668,Dog,Adoption
61001,A708972,Dog,Transfer
61002,A706270,Dog,Euthanasia
61003,A725722,Cat,Transfer
61004,A728276,Dog,Adoption
61005,A735598,Dog,Adoption
61006,A717087,Dog,Adoption
61007,A722536,Dog,Return to Owner
61008,A757829,Dog,Transfer
61009,A742015,Dog,Adoption
61010,A757528,Cat,Transfer
61011,A712738,Dog,Return to Owner
61012,A711882,Dog,Adoption
61013,A713696,Cat,Adoption
61014,A703624,Dog,Return to Owner
61015,A721909,Dog,Return to Owner
61016,A712132,Dog,Adoption
61017,A728630,Dog,Adoption
61018,A735187,Cat,Transfer
61019,A707920,Dog,Transfer
61020,A710172,Cat,Adoption
61021,A716372,Dog,Adoption
61022,A716770,Dog,Return to Owner
61023,A734988,Dog,Adoption
61024,A690822,Cat,Adoption
61025,A699550,Dog,Adoption
61026,A712043,Dog,Return to Owner
61027,A725756,Cat,Adoption
61028,A763825,Cat,Adoption
61029,A748754,Cat,Died
61030,A755258,Dog,Adoption
61031,A702038,Dog,Adoption
61032,A756425,Dog,Adoption
61033,A737179,Dog,Adoption
61034,A726531,Cat,Adoption
61035,A710846,Cat,Transfer
61036,A719902,Dog,Return to Owner
61037,A720713,Other,Euthanasia
61038,A654471,Dog,Transfer
61039,A732495,Cat,Adoption
61040,A717284,Dog,Adoption
61041,A755725,Cat,Euthanasia
61042,A724758,Dog,Euthanasia
61043,A615920,Dog,Return to Owner
61044,A714727,Cat,Adoption
61045,A726304,Dog,Adoption
61046,A728014,Cat,Adoption
61047,A737111,Cat,Adoption
61048,A696971,Dog,Transfer
61049,A751775,Cat,Adoption
61050,A696174,Cat,Adoption
61051,A730504,Cat,Adoption
61052,A753613,Dog,Adoption
61053,A722920,Dog,Adoption
61054,A744652,Other,Euthanasia
61055,A755629,Cat,Transfer
61056,A711771,Dog,Adoption
61057,A712157,Dog,Return to Owner
61058,A760664,Cat,Adoption
61059,A719721,Cat,Adoption
61060,A712791,Dog,Return to Owner
61061,A730540,Dog,Adoption
61062,A761323,Other,Euthanasia
61063,A720131,Dog,Adoption
61064,A736720,Dog,Return to Owner
61065,A760666,Cat,Return to Owner
61066,A711041,Cat,Adoption
61067,A754992,Cat,Return to Owner
61068,A721273,Cat,Adoption
61069,A757316,Dog,Return to Owner
61070,A709048,Dog,Adoption
61071,A750130,Dog,Adoption
61072,A714269,Cat,Transfer
61073,A752070,Dog,Adoption
61074,A741969,Cat,Return to Owner
61075,A734408,Dog,Adoption
61076,A746526,Cat,Transfer
61077,A748216,Dog,Return to Owner
61078,A701438,Dog,Transfer
61079,A698868,Dog,Transfer
61080,A532762,Dog,Adoption
61081,A725536,Dog,Adoption
61082,A708527,Dog,Transfer
61083,A713510,Other,Euthanasia
61084,A723779,Cat,Transfer
61085,A720259,Dog,Transfer
61086,A736125,Dog,Return to Owner
61087,A705732,Dog,Transfer
61088,A733800,Dog,Adoption
61089,A705584,Cat,Euthanasia
61090,A707037,Dog,Euthanasia
61091,A724271,Dog,Return to Owner
61092,A726997,Dog,Transfer
61093,A755652,Dog,Adoption
61094,A571326,Dog,Adoption
61095,A723575,Dog,Adoption
61096,A750032,Cat,Adoption
61097,A759359,Cat,Adoption
61098,A733114,Cat,Adoption
61099,A759448,Dog,Adoption
61100,A744959,Dog,Transfer
61101,A714602,Cat,Adoption
61102,A739024,Other,Euthanasia
61103,A732470,Cat,Transfer
61104,A705571,Dog,Adoption
61105,A740442,Dog,Return to Owner
61106,A693840,Dog,Adoption
61107,A640122,Dog,Return to Owner
61108,A732762,Cat,Transfer
61109,A743489,Dog,Adoption
61110,A739136,Dog,Adoption
61111,A701349,Dog,Return to Owner
61112,A676423,Dog,Return to Owner
61113,A760618,Dog,Transfer
61114,A763680,Cat,Transfer
61115,A708741,Cat,Adoption
61116,A715519,Cat,Transfer
61117,A732250,Cat,Adoption
61118,A758265,Dog,Adoption
61119,A735080,Dog,Adoption
61120,A723612,Dog,Adoption
61121,A761409,Dog,Return to Owner
61122,A749616,Dog,Adoption
61123,A721145,Cat,Adoption
61124,A717718,Dog,Adoption
61125,A735696,Cat,Adoption
61126,A711222,Dog,Return to Owner
61127,A726703,Dog,Return to Owner
61128,A762418,Dog,Adoption
61129,A732305,Dog,Return to Owner
61130,A763386,Cat,Transfer
61131,A707458,Cat,Adoption
61132,A703980,Cat,Transfer
61133,A754762,Dog,Adoption
61134,A727345,Dog,Adoption
61135,A718169,Other,Euthanasia
61136,A723334,Dog,Return to Owner
61137,A734435,Cat,Return to Owner
61138,A736458,Cat,Adoption
61139,A725364,Other,Adoption
61140,A700840,Dog,Escaped/Stolen
61141,A709759,Dog,Transfer
61142,A717316,Dog,Adoption
61143,A742448,Cat,Adoption
61144,A756656,Dog,Transfer
61145,A725296,Cat,Adoption
61146,A706626,Cat,Adoption
61147,A710019,Cat,Transfer
61148,A712387,Cat,Transfer
61149,A714153,Cat,Transfer
61150,A703412,Dog,Return to Owner
61151,A734658,Cat,Adoption
61152,A744208,Dog,Adoption
61153,A721694,Other,Euthanasia
61154,A743577,Dog,Return to Owner
61155,A750929,Dog,Adoption
61156,A719280,Cat,Adoption
61157,A706897,Dog,Adoption
61158,A751605,Dog,Adoption
61159,A756304,Dog,Adoption
61160,A702665,Cat,Escaped/Stolen
61161,A705806,Dog,Transfer
61162,A703542,Dog,Return to Owner
61163,A733563,Dog,Adoption
61164,A721332,Dog,Adoption
61165,A726343,Dog,Return to Owner
61166,A729625,Cat,Adoption
61167,A723151,Dog,Transfer
61168,A738324,Dog,Return to Owner
61169,A719502,Other,Euthanasia
61170,A704042,Cat,Transfer
61171,A751616,Cat,Transfer
61172,A744576,Cat,Adoption
61173,A723751,Dog,Adoption
61174,A725577,Dog,Transfer
61175,A731782,Dog,Adoption
61176,A726333,Dog,Adoption
61177,A742543,Cat,Adoption
61178,A731423,Cat,Transfer
61179,A684152,Cat,Return to Owner
61180,A747486,Cat,Adoption
61181,A711575,Cat,Return to Owner
61182,A744384,Dog,Return to Owner
61183,A700344,Cat,Transfer
61184,A758941,Cat,Transfer
61185,A709721,Cat,Adoption
61186,A752436,Dog,Return to Owner
61187,A704246,Dog,Transfer
61188,A710702,Dog,Transfer
61189,A714025,Dog,Transfer
61190,A716979,Cat,Transfer
61191,A751787,Dog,Return to Owner
61192,A750301,Cat,Transfer
61193,A726905,Dog,Euthanasia
61194,A708713,Dog,Return to Owner
61195,A735233,Dog,Transfer
61196,A761515,Dog,Return to Owner
61197,A733015,Dog,Transfer
61198,A726106,Dog,Adoption
61199,A717614,Other,Euthanasia
61200,A610815,Dog,Return to Owner
61201,A669201,Dog,Transfer
61202,A702560,Cat,Adoption
61203,A735049,Cat,Transfer
61204,A745220,Dog,Return to Owner
61205,A746364,Dog,Transfer
61206,A736588,Dog,Adoption
61207,A704474,Cat,Adoption
61208,A727431,Cat,Transfer
61209,A709275,Cat,Transfer
61210,A710538,Cat,Adoption
61211,A733773,Dog,Transfer
61212,A740104,Dog,Transfer
61213,A723632,Dog,Adoption
61214,A759346,Cat,Transfer
61215,A724653,Cat,Transfer
61216,A749583,Dog,Adoption
61217,A725531,Dog,Return to Owner
61218,A724947,Dog,Adoption
61219,A755602,Cat,Transfer
61220,A747475,Cat,Transfer
61221,A752752,Cat,Adoption
61222,A736061,Dog,Return to Owner
61223,A747657,Cat,Adoption
61224,A710759,Cat,Return to Owner
61225,A701175,Cat,Transfer
61226,A713079,Cat,Adoption
61227,A714945,Other,Euthanasia
61228,A716970,Dog,Adoption
61229,A690484,Dog,Adoption
61230,A707863,Cat,Transfer
61231,A733820,Dog,Transfer
61232,A760211,Dog,Return to Owner
61233,A728176,Cat,Transfer
61234,A702101,Dog,Adoption
61235,A758098,Dog,Adoption
61236,A756043,Cat,Adoption
61237,A759345,Cat,Transfer
61238,A744812,Dog,Transfer
61239,A733876,Dog,Adoption
61240,A706339,Dog,Adoption
61241,A731644,Dog,Adoption
61242,A707143,Dog,Transfer
61243,A746625,Dog,Return to Owner
61244,A707817,Cat,Transfer
61245,A712183,Dog,Adoption
61246,A711020,Dog,Transfer
61247,A715244,Cat,Adoption
61248,A711343,Cat,Adoption
61249,A752928,Dog,Transfer
61250,A710829,Dog,Adoption
61251,A725264,Cat,Adoption
61252,A737604,Cat,Adoption
61253,A713154,Cat,Transfer
61254,A735759,Dog,Adoption
61255,A702231,Cat,Transfer
61256,A701808,Cat,Transfer
61257,A704872,Dog,Adoption
61258,A706203,Dog,Transfer
61259,A731105,Dog,Return to Owner
61260,A757410,Dog,Return to Owner
61261,A700813,Dog,Return to Owner
61262,A719372,Dog,Return to Owner
61263,A620515,Dog,Return to Owner
61264,A725313,Cat,Euthanasia
61265,A732913,Cat,Transfer
61266,A763351,Dog,Return to Owner
61267,A716336,Dog,Adoption
61268,A719919,Dog,Adoption
61269,A737441,Dog,Adoption
61270,A735292,Other,Euthanasia
61271,A751224,Dog,Adoption
61272,A729143,Dog,Adoption
61273,A701546,Dog,Adoption
61274,A708247,Dog,Transfer
61275,A748186,Other,Adoption
61276,A727454,Cat,Adoption
61277,A707886,Cat,Adoption
61278,A763914,Dog,Return to Owner
61279,A750648,Dog,Transfer
61280,A704220,Dog,Adoption
61281,A715050,Dog,Return to Owner
61282,A738324,Dog,Return to Owner
61283,A701483,Cat,Transfer
61284,A708773,Cat,Return to Owner
61285,A753798,Dog,Adoption
61286,A728618,Dog,Transfer
61287,A759680,Dog,Adoption
61288,A701610,Cat,Adoption
61289,A707679,Cat,Transfer
61290,A739594,Cat,Transfer
61291,A669399,Dog,Return to Owner
61292,A736590,Dog,Adoption
61293,A731561,Dog,Adoption
61294,A761275,Dog,Return to Owner
61295,A733209,Cat,Transfer
61296,A701556,Dog,Adoption
61297,A707398,Dog,Return to Owner
61298,A673459,Dog,Adoption
61299,A718160,Cat,Transfer
61300,A758932,Cat,Transfer
61301,A704132,Dog,Return to Owner
61302,A750894,Cat,Transfer
61303,A713108,Other,Euthanasia
61304,A718306,Dog,Adoption
61305,A713135,Cat,Transfer
61306,A733547,Dog,Adoption
61307,A739609,Dog,Adoption
61308,A763496,Cat,Return to Owner
61309,A761228,Dog,Return to Owner
61310,A739147,Dog,Transfer
61311,A720387,Cat,Adoption
61312,A736479,Dog,Return to Owner
61313,A684211,Dog,Adoption
61314,A744143,Dog,Transfer
61315,A710620,Cat,Transfer
61316,A755133,Dog,Adoption
61317,A710512,Dog,Adoption
61318,A727959,Cat,Escaped/Stolen
61319,A715705,Dog,Adoption
61320,A700232,Dog,Transfer
61321,A683817,Cat,Transfer
61322,A726897,Dog,Adoption
61323,A725169,Cat,Adoption
61324,A719265,Dog,Adoption
61325,A746278,Other,Euthanasia
61326,A701487,Cat,Transfer
61327,A752765,Dog,Return to Owner
61328,A716687,Cat,Adoption
61329,A758224,Dog,Adoption
61330,A738357,Dog,Transfer
61331,A706053,Dog,Adoption
61332,A728941,Cat,Adoption
61333,A757349,Dog,Transfer
61334,A764150,Dog,Return to Owner
61335,A747823,Cat,Adoption
61336,A713177,Cat,Return to Owner
61337,A723824,Cat,Adoption
61338,A696594,Dog,Adoption
61339,A759037,Cat,Adoption
61340,A742923,Dog,Return to Owner
61341,A754898,Dog,Return to Owner
61342,A663649,Dog,Adoption
61343,A705331,Dog,Return to Owner
61344,A702215,Cat,Adoption
61345,A744594,Other,Euthanasia
61346,A719030,Dog,Transfer
61347,A727916,Cat,Euthanasia
61348,A715341,Cat,Died
61349,A759845,Dog,Adoption
61350,A736295,Other,Euthanasia
61351,A718387,Dog,Adoption
61352,A749405,Dog,Adoption
61353,A708755,Cat,Transfer
61354,A718239,Cat,Return to Owner
61355,A736073,Cat,Transfer
61356,A720899,Dog,Return to Owner
61357,A734778,Dog,Return to Owner
61358,A693257,Dog,Transfer
61359,A745126,Dog,Adoption
61360,A751646,Cat,Transfer
61361,A741274,Dog,Adoption
61362,A703057,Dog,Euthanasia
61363,A701768,Cat,Adoption
61364,A721829,Dog,Return to Owner
61365,A747652,Dog,Return to Owner
61366,A702957,Cat,Transfer
61367,A706279,Cat,Adoption
61368,A707296,Dog,Adoption
61369,A735427,Cat,Adoption
61370,A755406,Dog,Transfer
61371,A740405,Dog,Transfer
61372,A751308,Other,Euthanasia
61373,A741001,Dog,Adoption
61374,A730199,Cat,Adoption
61375,A699191,Dog,Adoption
61376,A753675,Dog,Return to Owner
61377,A747100,Other,Euthanasia
61378,A736764,Dog,Transfer
61379,A427100,Dog,Return to Owner
61380,A758325,Other,Euthanasia
61381,A706572,Cat,Transfer
61382,A727174,Cat,Transfer
61383,A717664,Dog,Return to Owner
61384,A761456,Cat,Return to Owner
61385,A704231,Cat,Adoption
61386,A759505,Dog,Return to Owner
61387,A715817,Dog,Adoption
61388,A753525,Cat,Transfer
61389,A720505,Dog,Return to Owner
61390,A749207,Cat,Adoption
61391,A738376,Dog,Return to Owner
61392,A728299,Dog,Return to Owner
61393,A732397,Cat,Return to Owner
61394,A610260,Dog,Return to Owner
61395,A704914,Cat,Adoption
61396,A732444,Dog,Return to Owner
61397,A737629,Dog,Return to Owner
61398,A712998,Cat,Adoption
61399,A733319,Dog,Adoption
61400,A751221,Dog,Adoption
61401,A707629,Dog,Adoption
61402,A699366,Cat,Adoption
61403,A746726,Dog,Adoption
61404,A742810,Dog,Adoption
61405,A624026,Dog,Adoption
61406,A743091,Dog,Adoption
61407,A726478,Cat,Transfer
61408,A716830,Dog,Transfer
61409,A693283,Dog,Return to Owner
61410,A706165,Cat,Transfer
61411,A712518,Cat,Return to Owner
61412,A722470,Dog,Adoption
61413,A712326,Cat,Adoption
61414,A725401,Other,Euthanasia
61415,A726536,Dog,Adoption
61416,A597304,Dog,Transfer
61417,A752940,Cat,Adoption
61418,A740300,Cat,Transfer
61419,A707323,Cat,Adoption
61420,A744685,Dog,Adoption
61421,A730716,Cat,Adoption
61422,A728292,Cat,Adoption
61423,A745228,Dog,Return to Owner
61424,A725930,Dog,Transfer
61425,A439728,Dog,Transfer
61426,A750351,Dog,Transfer
61427,A762293,Cat,Transfer
61428,A721214,Dog,Return to Owner
61429,A715275,Dog,Return to Owner
61430,A747106,Cat,Adoption
61431,A708367,Dog,Transfer
61432,A732838,Cat,Transfer
61433,A702757,Dog,Return to Owner
61434,A710536,Cat,Adoption
61435,A761141,Dog,Return to Owner
61436,A722811,Other,Euthanasia
61437,A733710,Cat,Adoption
61438,A722847,Cat,Transfer
61439,A713565,Dog,Return to Owner
61440,A732434,Cat,Transfer
61441,A713835,Dog,Transfer
61442,A712272,Cat,Transfer
61443,A700580,Cat,Transfer
61444,A701403,Dog,Adoption
61445,A726786,Dog,Adoption
61446,A728667,Dog,Adoption
61447,A738686,Dog,Adoption
61448,A759198,Dog,Return to Owner
61449,A762230,Dog,Transfer
61450,A745466,Dog,Return to Owner
61451,A729638,Dog,Adoption
61452,A761120,Dog,Transfer
61453,A719918,Dog,Euthanasia
61454,A737624,Dog,Transfer
61455,A702336,Cat,Adoption
61456,A702773,Cat,Transfer
61457,A734833,Cat,Transfer
61458,A718462,Cat,Adoption
61459,A739197,Dog,Adoption
61460,A703691,Cat,Transfer
61461,A743009,Dog,Adoption
61462,A759356,Dog,Transfer
61463,A723945,Dog,Adoption
61464,A749344,Dog,Transfer
61465,A755912,Dog,Adoption
61466,A753355,Other,Euthanasia
61467,A678217,Dog,Return to Owner
61468,A730733,Dog,Euthanasia
61469,A687506,Dog,Return to Owner
61470,A752843,Dog,Adoption
61471,A713825,Cat,Adoption
61472,A745161,Dog,Adoption
61473,A691266,Dog,Adoption
61474,A742588,Dog,Adoption
61475,A742269,Dog,Adoption
61476,A732168,Dog,Adoption
61477,A703893,Cat,Transfer
61478,A730999,Cat,Adoption
61479,A732934,Dog,Adoption
61480,A727582,Cat,Adoption
61481,A738347,Dog,Return to Owner
61482,A713712,Cat,Transfer
61483,A721953,Dog,Adoption
61484,A723782,Dog,Return to Owner
61485,A741177,Cat,Transfer
61486,A763061,Cat,Transfer
61487,A698555,Dog,Adoption
61488,A732332,Dog,Adoption
61489,A737551,Cat,Transfer
61490,A732072,Dog,Adoption
61491,A763866,Dog,Adoption
61492,A734576,Dog,Adoption
61493,A755031,Cat,Transfer
61494,A707241,Cat,Transfer
61495,A620635,Dog,Return to Owner
61496,A701944,Dog,Adoption
61497,A750599,Cat,Euthanasia
61498,A762873,Cat,Transfer
61499,A687929,Cat,Adoption
61500,A758143,Dog,Transfer
61501,A717849,Dog,Return to Owner
61502,A757056,Cat,Transfer
61503,A728037,Dog,Adoption
61504,A741478,Dog,Adoption
61505,A736984,Dog,Adoption
61506,A722267,Other,Euthanasia
61507,A756095,Dog,Return to Owner
61508,A713814,Cat,Transfer
61509,A718236,Cat,Transfer
61510,A710083,Cat,Transfer
61511,A752044,Dog,Transfer
61512,A750811,Dog,Adoption
61513,A713076,Cat,Adoption
61514,A713128,Dog,Return to Owner
61515,A725149,Cat,Adoption
61516,A725503,Cat,Adoption
61517,A762333,Dog,Adoption
61518,A730832,Cat,Adoption
61519,A714474,Dog,Adoption
61520,A748247,Dog,Adoption
61521,A732097,Dog,Adoption
61522,A745749,Cat,Transfer
61523,A714629,Dog,Adoption
61524,A756828,Dog,Return to Owner
61525,A757444,Cat,Transfer
61526,A743550,Cat,Adoption
61527,A751032,Cat,Adoption
61528,A752376,Cat,Adoption
61529,A743770,Dog,Adoption
61530,A709803,Dog,Euthanasia
61531,A710112,Dog,Transfer
61532,A719477,Dog,Adoption
61533,A702926,Dog,Transfer
61534,A714354,Dog,Transfer
61535,A735887,Dog,Return to Owner
61536,A699826,Dog,Transfer
61537,A717912,Dog,Adoption
61538,A700295,Dog,Adoption
61539,A731735,Cat,Euthanasia
61540,A718701,Dog,Adoption
61541,A585740,Dog,Return to Owner
61542,A755173,Cat,Adoption
61543,A723152,Dog,Adoption
61544,A724981,Cat,Transfer
61545,A710521,Cat,Euthanasia
61546,A723875,Cat,Transfer
61547,A737952,Cat,Transfer
61548,A714199,Cat,Transfer
61549,A713058,Cat,Transfer
61550,A751966,Dog,Adoption
61551,A762715,Dog,Adoption
61552,A702186,Dog,Adoption
61553,A725147,Cat,Transfer
61554,A729185,Cat,Adoption
61555,A759083,Dog,Return to Owner
61556,A721767,Dog,Adoption
61557,A720708,Cat,Adoption
61558,A728370,Dog,Adoption
61559,A736911,Cat,Adoption
61560,A726506,Dog,Adoption
61561,A746386,Dog,Adoption
61562,A699602,Cat,Adoption
61563,A748892,Dog,Adoption
61564,A723269,Dog,Adoption
61565,A757442,Cat,Adoption
61566,A731471,Cat,Adoption
61567,A717478,Dog,Transfer
61568,A716765,Dog,Transfer
61569,A718227,Dog,Return to Owner
61570,A707892,Cat,Return to Owner
61571,A762446,Dog,Adoption
61572,A726076,Dog,Adoption
61573,A715105,Cat,Transfer
61574,A721495,Dog,Return to Owner
61575,A730251,Dog,Return to Owner
61576,A734033,Dog,Adoption
61577,A726063,Cat,Euthanasia
61578,A701613,Cat,Transfer
61579,A700396,Dog,Return to Owner
61580,A753133,Dog,Adoption
61581,A719142,Cat,Transfer
61582,A730102,Dog,Return to Owner
61583,A757285,Cat,Adoption
61584,A718871,Dog,Return to Owner
61585,A703461,Dog,Transfer
61586,A753102,Cat,Adoption
61587,A752715,Cat,Return to Owner
61588,A715755,Dog,Adoption
61589,A707989,Dog,Return to Owner
61590,A704793,Cat,Adoption
61591,A752556,Other,Died
61592,A722094,Dog,Adoption
61593,A760405,Cat,Transfer
61594,A746162,Cat,Transfer
61595,A749345,Dog,Adoption
61596,A715833,Dog,Euthanasia
61597,A737381,Cat,Adoption
61598,A747429,Dog,Adoption
61599,A719077,Cat,Adoption
61600,A729347,Cat,Adoption
61601,A720891,Cat,Euthanasia
61602,A757353,Dog,Transfer
61603,A746580,Other,Euthanasia
61604,A685931,Dog,Euthanasia
61605,A753730,Dog,Adoption
61606,A723132,Other,Euthanasia
61607,A747495,Other,Euthanasia
61608,A702851,Cat,Adoption
61609,A738440,Cat,Adoption
61610,A705575,Cat,Transfer
61611,A744630,Dog,Transfer
61612,A737140,Dog,Transfer
61613,A705627,Dog,Transfer
61614,A705881,Cat,Euthanasia
61615,A720628,Dog,Return to Owner
61616,A708289,Dog,Transfer
61617,A747859,Dog,Return to Owner
61618,A738621,Dog,Return to Owner
61619,A704496,Dog,Transfer
61620,A698857,Dog,Euthanasia
61621,A607874,Cat,Return to Owner
61622,A735817,Dog,Adoption
