,animal_id,animal_type,outcome_type
905,A686610,Dog,Return to Owner
906,A683233,Cat,Transfer
907,A689910,Dog,Transfer
908,A690904,Cat,Adoption
909,A619861,Dog,Adoption
910,A681511,Dog,Adoption
911,A675190,Other,Euthanasia
912,A673142,Other,Euthanasia
913,A662170,Cat,Adoption
914,A673866,Dog,Transfer
915,A685573,Dog,Adoption
916,A673083,Dog,Adoption
917,A675464,Other,Euthanasia
918,A670564,Dog,Adoption
919,A686631,Dog,Adoption
920,A662761,Cat,Adoption
921,A687528,Cat,Transfer
922,A676862,Other,Euthanasia
923,A677844,Dog,Return to Owner
924,A683086,Dog,Adoption
925,A691437,Cat,Euthanasia
926,A679346,Dog,Adoption
927,A692491,Dog,Adoption
928,A667627,Dog,Return to Owner
929,A685647,Cat,Adoption
930,A676206,Dog,Adoption
931,A663910,Dog,Transfer
932,A681970,Dog,Adoption
933,A687936,Cat,Transfer
934,A672076,Dog,Adoption
935,A682304,Cat,Adoption
936,A686093,Cat,Transfer
937,A669478,Cat,Adoption
938,A691687,Dog,Adoption
939,A679750,Dog,Adoption
940,A687684,Cat,Transfer
941,A680397,Cat,Transfer
942,A664494,Cat,Adoption
943,A665549,Cat,Adoption
944,A495792,Cat,Adoption
945,A666661,Cat,Adoption
946,A694183,Dog,Return to Owner
947,A665577,Dog,Adoption
948,A677138,Other,Euthanasia
949,A669137,Cat,Adoption
950,A689901,Cat,Adoption
951,A646538,Dog,Adoption
952,A684384,Cat,Transfer
953,A674342,Dog,Transfer
954,A666966,Dog,Return to Owner
955,A683578,Cat,Adoption
956,A678602,Dog,Transfer
957,A690566,Cat,Transfer
958,A689828,Dog,Adoption
959,A686525,Cat,Transfer
960,A687663,Cat,Transfer
961,A673342,Dog,Adoption
962,A693119,Dog,Return to Owner
963,A683040,Cat,Transfer
964,A673569,Cat,Transfer
965,A668595,Dog,Return to Owner
966,A682446,Cat,Adoption
967,A687916,Dog,Adoption
968,A676864,Dog,Adoption
969,A692490,Dog,Transfer
970,A675237,Dog,Adoption
971,A687721,Dog,Adoption
972,A684430,Dog,Adoption
973,A664557,Dog,Adoption
974,A687218,Dog,Transfer
975,A681476,Cat,Adoption
976,A677836,Cat,Adoption
977,A671525,Dog,Adoption
978,A688525,Dog,Adoption
979,A691615,Dog,Adoption
980,A686323,Dog,Adoption
981,A693716,Cat,Transfer
982,A663168,Dog,Return to Owner
983,A666241,Dog,Adoption
984,A635769,Cat,Return to Owner
985,A687230,Dog,Adoption
986,A671599,Dog,Transfer
987,A682764,Cat,Return to Owner
988,A670679,Dog,Adoption
989,A683688,Dog,Return to Owner
990,A686932,Cat,Transfer
991,A669611,Dog,Transfer
992,A685334,Dog,Transfer
993,A668562,Cat,Adoption
994,A664658,Cat,Adoption
995,A679881,Dog,Adoption
996,A687362,Dog,Return to Owner
997,A687894,Dog,Transfer
998,A678103,Cat,Transfer
999,A678110,Other,Transfer
1000,A678697,Dog,Transfer
1001,A669591,Cat,Transfer
1002,A670044,Cat,Euthanasia
1003,A684556,Dog,Transfer
1004,A669460,Dog,Adoption
1005,A683766,Cat,Adoption
1006,A666071,Cat,Transfer
1007,A671437,Cat,Transfer
1008,A673875,Other,Euthanasia
1009,A688447,Dog,Transfer
1010,A686173,Dog,Transfer
1011,A664071,Cat,Transfer
1012,A693168,Dog,Transfer
1013,A681011,Dog,Transfer
1014,A682681,Cat,Transfer
1015,A681587,Dog,Adoption
1016,A669831,Dog,Transfer
1017,A671560,Dog,Transfer
1018,A681616,Dog,Adoption
1019,A691445,Cat,Transfer
1020,A676129,Dog,Return to Owner
1021,A665565,Dog,Transfer
1022,A689447,Cat,Died
1023,A686724,Cat,Adoption
1024,A670922,Dog,Adoption
1025,A669363,Cat,Adoption
1026,A682868,Cat,Transfer
1027,A680091,Cat,Adoption
1028,A688032,Dog,Adoption
1029,A537127,Dog,Return to Owner
1030,A662820,Cat,Adoption
1031,A693601,Dog,Return to Owner
1032,A693138,Other,Transfer
1033,A664211,Cat,Transfer
1034,A682721,Dog,Return to Owner
1035,A693426,Other,Euthanasia
1036,A667023,Dog,Adoption
1037,A685041,Other,Euthanasia
1038,A669526,Other,Euthanasia
1039,A676355,Dog,Euthanasia
1040,A671162,Other,Euthanasia
1041,A672214,Dog,Transfer
1042,A692267,Cat,Died
1043,A684402,Dog,Adoption
1044,A692146,Dog,Adoption
1045,A679994,Other,Died
1046,A684205,Dog,Return to Owner
1047,A672295,Cat,Transfer
1048,A646686,Dog,Euthanasia
1049,A668670,Other,Euthanasia
1050,A685368,Cat,Transfer
1051,A673237,Dog,Adoption
1052,A665144,Dog,Transfer
1053,A667339,Dog,Return to Owner
1054,A680257,Cat,Euthanasia
1055,A674127,Dog,Transfer
1056,A665309,Dog,Transfer
1057,A692098,Other,Transfer
1058,A683833,Dog,Euthanasia
1059,A690229,Dog,Return to Owner
1060,A690750,Dog,Transfer
1061,A658510,Dog,Adoption
1062,A684609,Cat,Adoption
1063,A689905,Cat,Adoption
1064,A685175,Dog,Adoption
1065,A671476,Cat,Transfer
1066,A667017,Dog,Adoption
1067,A678174,Dog,Return to Owner
1068,A673606,Cat,Adoption
1069,A685700,Dog,Euthanasia
1070,A678783,Cat,Adoption
1071,A674702,Dog,Euthanasia
1072,A669227,Cat,Transfer
1073,A677087,Cat,Adoption
1074,A679873,Dog,Transfer
1075,A674636,Cat,Transfer
1076,A678877,Other,Euthanasia
1077,A679010,Cat,Transfer
1078,A678670,Cat,Adoption
1079,A668896,Cat,Return to Owner
1080,A692489,Dog,Adoption
1081,A685063,Cat,Adoption
1082,A672862,Dog,Transfer
1083,A687726,Cat,Transfer
1084,A683471,Cat,Adoption
1085,A693841,Dog,Adoption
1086,A681904,Cat,Adoption
1087,A631696,Dog,Return to Owner
1088,A678741,Cat,Transfer
1089,A673840,Other,Euthanasia
1090,A667094,Dog,Euthanasia
1091,A675725,Cat,Adoption
1092,A682562,Dog,Adoption
1093,A682797,Cat,Transfer
1094,A683674,Dog,Adoption
1095,A679712,Dog,Adoption
1096,A665002,Dog,Transfer
1097,A684598,Dog,Return to Owner
1098,A671469,Cat,Euthanasia
1099,A692934,Dog,Adoption
1100,A341599,Cat,Transfer
1101,A687844,Dog,Transfer
1102,A676021,Cat,Transfer
1103,A691436,Dog,Adoption
1104,A663723,Cat,Transfer
1105,A680556,Cat,Adoption
1106,A681307,Cat,Adoption
1107,A692327,Dog,Adoption
1108,A683215,Cat,Transfer
1109,A674220,Dog,Adoption
1110,A675140,Cat,Return to Owner
1111,A687651,Cat,Transfer
1112,A664368,Dog,Return to Owner
1113,A665741,Cat,Transfer
1114,A662906,Cat,Adoption
1115,A611931,Dog,Euthanasia
1116,A669589,Other,Euthanasia
1117,A691120,Cat,Euthanasia
1118,A686520,Cat,Transfer
1119,A676261,Dog,Adoption
1120,A664549,Cat,Transfer
1121,A676170,Cat,Transfer
1122,A679244,Cat,Transfer
1123,A501443,Dog,Adoption
1124,A669543,Dog,Adoption
1125,A673233,Other,Euthanasia
1126,A689442,Dog,Transfer
1127,A683317,Dog,Adoption
1128,A690813,Dog,Return to Owner
1129,A673869,Dog,Adoption
1130,A679058,Dog,Return to Owner
1131,A668890,Dog,Transfer
1132,A676345,Dog,Euthanasia
1133,A687160,Dog,Return to Owner
1134,A684329,Dog,Adoption
1135,A690489,Dog,Adoption
1136,A678460,Cat,Transfer
1137,A640511,Dog,Return to Owner
1138,A693742,Cat,Transfer
1139,A666785,Cat,Adoption
1140,A682769,Dog,Euthanasia
1141,A560060,Cat,Adoption
1142,A680766,Cat,Adoption
1143,A679920,Cat,Transfer
1144,A692419,Cat,Adoption
1145,A669692,Dog,Return to Owner
1146,A684073,Dog,Transfer
1147,A606120,Dog,Euthanasia
1148,A679937,Cat,Adoption
1149,A674024,Dog,Adoption
1150,A664140,Dog,Adoption
1151,A664369,Dog,Return to Owner
1152,A672912,Cat,Died
1153,A692297,Dog,Adoption
1154,A685078,Dog,Return to Owner
1155,A673092,Dog,Adoption
1156,A664979,Dog,Return to Owner
1157,A681791,Dog,Transfer
1158,A688756,Cat,Adoption
1159,A677940,Cat,Transfer
1160,A686577,Other,Died
1161,A671308,Cat,Adoption
1162,A586222,Dog,Transfer
1163,A687999,Cat,Adoption
1164,A685449,Cat,Transfer
1165,A680185,Cat,Adoption
1166,A693222,Other,Euthanasia
1167,A670135,Cat,Transfer
1168,A666337,Dog,Adoption
1169,A567903,Dog,Return to Owner
1170,A690332,Dog,Adoption
1171,A616703,Dog,Return to Owner
1172,A679429,Cat,Adoption
1173,A669178,Dog,Adoption
1174,A685472,Dog,Adoption
1175,A674679,Dog,Return to Owner
1176,A674897,Dog,Return to Owner
1177,A678763,Cat,Return to Owner
1178,A683744,Cat,Transfer
1179,A662736,Cat,Transfer
1180,A664601,Cat,Transfer
1181,A692094,Other,Transfer
1182,A690246,Cat,Transfer
1183,A686714,Other,Euthanasia
1184,A668221,Dog,Transfer
1185,A692500,Dog,Return to Owner
1186,A683356,Cat,Transfer
1187,A668909,Dog,Adoption
1188,A647547,Dog,Transfer
1189,A685977,Dog,Adoption
1190,A685164,Cat,Transfer
1191,A622803,Dog,Return to Owner
1192,A690148,Dog,Adoption
1193,A692153,Cat,Transfer
1194,A678244,Cat,Transfer
1195,A674081,Other,Euthanasia
1196,A675414,Cat,Adoption
1197,A690177,Other,Euthanasia
1198,A679456,Cat,Adoption
1199,A669911,Cat,Transfer
1200,A664310,Cat,Return to Owner
1201,A680987,Cat,Adoption
1202,A665071,Cat,Adoption
1203,A680942,Dog,Adoption
1204,A684106,Dog,Transfer
1205,A674861,Cat,Transfer
1206,A671724,Dog,Adoption
1207,A669014,Cat,Adoption
1208,A680409,Cat,Transfer
1209,A670640,Dog,Return to Owner
1210,A603779,Dog,Adoption
1211,A672272,Dog,Return to Owner
1212,A678331,Dog,Transfer
1213,A681632,Dog,Adoption
1214,A678374,Dog,Return to Owner
1215,A678894,Cat,Transfer
1216,A669467,Dog,Return to Owner
1217,A689907,Cat,Adoption
1218,A681272,Dog,Transfer
1219,A691848,Dog,Transfer
1220,A665308,Dog,Adoption
1221,A669428,Dog,Return to Owner
1222,A676708,Cat,Transfer
1223,A674953,Dog,Transfer
1224,A670291,Dog,Transfer
1225,A693929,Cat,Transfer
1226,A682219,Cat,Adoption
1227,A676655,Cat,Euthanasia
1228,A671031,Dog,Adoption
1229,A612598,Dog,Return to Owner
1230,A690319,Dog,Adoption
1231,A676615,Dog,Euthanasia
1232,A670696,Cat,Transfer
1233,A665170,Dog,Transfer
1234,A665001,Dog,Transfer
1235,A681267,Cat,Adoption
1236,A661521,Cat,Adoption
1237,A691736,Cat,Transfer
1238,A692106,Dog,Transfer
1239,A690372,Dog,Adoption
1240,A686827,Cat,Transfer
1241,A686827,Cat,Transfer
1242,A690258,Dog,Return to Owner
1243,A660946,Dog,Return to Owner
1244,A682370,Cat,Adoption
1245,A676018,Dog,Adoption
1246,A689461,Dog,Adoption
1247,A687262,Dog,Transfer
1248,A685399,Dog,Adoption
1249,A673269,Cat,Adoption
1250,A672451,Dog,Return to Owner
1251,A674102,Cat,Transfer
1252,A681982,Dog,Adoption
1253,A678868,Cat,Adoption
1254,A690437,Dog,Return to Owner
1255,A693294,Dog,Adoption
1256,A670437,Cat,Adoption
1257,A672179,Dog,Return to Owner
1258,A687562,Dog,Transfer
1259,A669646,Dog,Euthanasia
1260,A680372,Cat,Euthanasia
1261,A682138,Dog,Return to Owner
1262,A693720,Cat,Euthanasia
1263,A693669,Dog,Adoption
1264,A689711,Cat,Euthanasia
1265,A690324,Dog,Return to Owner
1266,A669561,Dog,Euthanasia
1267,A672594,Other,Euthanasia
1268,A675643,Dog,Return to Owner
1269,A665383,Dog,Adoption
1270,A685017,Cat,Adoption
1271,A689016,Dog,Return to Owner
1272,A672145,Dog,Adoption
1273,A680191,Cat,Adoption
1274,A668960,Dog,Adoption
1275,A605337,Dog,Adoption
1276,A670985,Cat,Transfer
1277,A679850,Dog,Transfer
1278,A683240,Cat,Transfer
1279,A645821,Dog,Return to Owner
1280,A666731,Dog,Adoption
1281,A663753,Dog,Adoption
1282,A683560,Other,Euthanasia
1283,A691862,Dog,Return to Owner
1284,A689253,Cat,Adoption
1285,A686416,Dog,Adoption
1286,A548156,Dog,Return to Owner
1287,A677035,Cat,Transfer
1288,A671313,Dog,Transfer
1289,A693358,Dog,Transfer
1290,A487470,Dog,Euthanasia
1291,A686737,Dog,Adoption
1292,A689094,Cat,Transfer
1293,A690443,Cat,Transfer
1294,A683716,Other,Transfer
1295,A692896,Dog,Transfer
1296,A674110,Dog,Adoption
1297,A683138,Cat,Transfer
1298,A668494,Cat,Adoption
1299,A677124,Cat,Adoption
1300,A684866,Cat,Adoption
1301,A674106,Dog,Adoption
1302,A678651,Cat,Euthanasia
1303,A689227,Cat,Transfer
1304,A672281,Cat,Adoption
1305,A693012,Dog,Transfer
1306,A666452,Dog,Return to Owner
1307,A691730,Other,Euthanasia
1308,A664799,Cat,Transfer
1309,A682169,Dog,Return to Owner
1310,A661874,Dog,Transfer
1311,A686167,Cat,Return to Owner
1312,A670136,Dog,Adoption
1313,A677178,Dog,Adoption
1314,A675247,Other,Transfer
1315,A687314,Dog,Adoption
1316,A668505,Cat,Adoption
1317,A670351,Dog,Adoption
1318,A672392,Cat,Transfer
1319,A683349,Cat,Adoption
1320,A680141,Cat,Transfer
1321,A683065,Dog,Return to Owner
1322,A664267,Dog,Return to Owner
1323,A692840,Dog,Adoption
1324,A669042,Cat,Transfer
1325,A687407,Cat,Adoption
1326,A678926,Dog,Return to Owner
1327,A674423,Dog,Transfer
1328,A689781,Other,Euthanasia
1329,A650312,Dog,Adoption
1330,A690745,Cat,Transfer
1331,A690110,Dog,Transfer
1332,A667580,Cat,Transfer
1333,A684722,Dog,Return to Owner
1334,A672483,Dog,Adoption
1335,A664497,Dog,Transfer
1336,A679752,Cat,Adoption
1337,A677194,Dog,Adoption
1338,A672002,Dog,Transfer
1339,A655903,Dog,Return to Owner
1340,A466858,Cat,Euthanasia
1341,A684766,Dog,Adoption
1342,A665307,Cat,Transfer
1343,A684835,Cat,Transfer
1344,A678212,Cat,Adoption
1345,A682057,Dog,Adoption
1346,A678666,Cat,Adoption
1347,A666594,Other,Transfer
1348,A686884,Dog,Return to Owner
1349,A679568,Dog,Adoption
1350,A685224,Dog,Adoption
1351,A683290,Cat,Transfer
1352,A667995,Dog,Transfer
1353,A671339,Dog,Adoption
1354,A655042,Cat,Adoption
1355,A686057,Other,Died
1356,A676710,Cat,Transfer
1357,A681195,Dog,Return to Owner
1358,A682813,Dog,Adoption
1359,A690359,Dog,Adoption
1360,A681148,Cat,Euthanasia
1361,A665357,Dog,Adoption
1362,A682964,Dog,Adoption
1363,A679133,Dog,Transfer
1364,A673088,Dog,Adoption
1365,A667408,Cat,Adoption
1366,A675802,Cat,Transfer
1367,A680733,Dog,Adoption
1368,A688135,Cat,Adoption
1369,A678931,Dog,Adoption
1370,A681011,Dog,Return to Owner
1371,A668278,Other,Euthanasia
1372,A674749,Other,Died
1373,A674701,Dog,Return to Owner
1374,A672561,Cat,Adoption
1375,A682200,Cat,Transfer
1376,A683464,Dog,Transfer
1377,A687814,Cat,Transfer
1378,A582082,Dog,Return to Owner
1379,A661832,Cat,Adoption
1380,A680074,Dog,Adoption
1381,A664695,Dog,Transfer
1382,A669539,Dog,Return to Owner
1383,A686683,Dog,Euthanasia
1384,A681040,Cat,Transfer
1385,A677660,Cat,Adoption
1386,A664723,Cat,Euthanasia
1387,A256412,Dog,Return to Owner
1388,A688505,Dog,Return to Owner
1389,A691169,Cat,Transfer
1390,A687613,Dog,Adoption
1391,A683250,Cat,Transfer
1392,A683634,Cat,Euthanasia
1393,A686286,Cat,Adoption
1394,A679122,Dog,Adoption
1395,A664599,Dog,Return to Owner
1396,A670273,Dog,Adoption
1397,A661559,Cat,Transfer
1398,A666928,Dog,Transfer
1399,A675002,Dog,Adoption
1400,A678585,Cat,Transfer
1401,A675073,Dog,Adoption
1402,A681265,Cat,Transfer
1403,A682736,Cat,Transfer
1404,A693142,Dog,Adoption
1405,A677293,Cat,Transfer
1406,A687930,Cat,Adoption
1407,A689383,Dog,Adoption
1408,A660950,Cat,Adoption
1409,A688282,Dog,Transfer
1410,A681765,Cat,Transfer
1411,A688481,Dog,Adoption
1412,A690876,Cat,Adoption
1413,A689226,Dog,Return to Owner
1414,A682687,Dog,Transfer
1415,A689636,Dog,Adoption
1416,A661695,Cat,Transfer
1417,A675677,Other,Euthanasia
1418,A692109,Dog,Adoption
1419,A677243,Other,Euthanasia
1420,A647854,Dog,Adoption
1421,A674121,Other,Euthanasia
1422,A664750,Cat,Adoption
1423,A693174,Cat,Adoption
1424,A679538,Cat,Transfer
1425,A665080,Dog,Transfer
1426,A674473,Dog,Return to Owner
1427,A527215,Dog,Return to Owner
1428,A687174,Dog,Euthanasia
1429,A670827,Dog,Adoption
1430,A668103,Dog,Return to Owner
1431,A676067,Dog,Died
1432,A678913,Dog,Adoption
1433,A677781,Dog,Adoption
1434,A681484,Cat,Transfer
1435,A670174,Dog,Died
1436,A669058,Dog,Adoption
1437,A691743,Dog,Transfer
1438,A653248,Dog,Return to Owner
1439,A686009,Dog,Adoption
1440,A684744,Cat,Return to Owner
1441,A681793,Cat,Return to Owner
1442,A679675,Cat,Transfer
1443,A672261,Dog,Adoption
1444,A682830,Cat,Adoption
1445,A669122,Cat,Return to Owner
1446,A640768,Dog,Return to Owner
1447,A684047,Cat,Transfer
1448,A669807,Cat,Transfer
1449,A693474,Dog,Return to Owner
1450,A665583,Cat,Transfer
1451,A692835,Dog,Return to Owner
1452,A668384,Dog,Adoption
1453,A682623,Cat,Adoption
1454,A681285,Dog,Transfer
1455,A681147,Dog,Transfer
1456,A329835,Dog,Return to Owner
1457,A667793,Other,Died
1458,A680765,Dog,Return to Owner
1459,A670353,Dog,Transfer
1460,A679109,Dog,Adoption
1461,A666871,Dog,Adoption
1462,A672459,Dog,Return to Owner
1463,A677880,Dog,Adoption
1464,A676222,Dog,Return to Owner
1465,A527825,Dog,Transfer
1466,A639771,Dog,Euthanasia
1467,A459318,Dog,Return to Owner
1468,A671538,Dog,Transfer
1469,A668349,Dog,Transfer
1470,A683200,Cat,Adoption
1471,A670547,Cat,Adoption
1472,A674601,Dog,Euthanasia
1473,A681305,Dog,Adoption
1474,A693199,Dog,Transfer
1475,A677903,Cat,Adoption
1476,A686296,Dog,Euthanasia
1477,A588601,Dog,Return to Owner
1478,A687964,Dog,Adoption
1479,A676917,Dog,Transfer
1480,A609335,Dog,Adoption
1481,A677776,Cat,Transfer
1482,A657495,Dog,Return to Owner
1483,A681903,Cat,Transfer
1484,A673109,Dog,Adoption
1485,A549922,Dog,Return to Owner
1486,A693388,Dog,Return to Owner
1487,A676160,Dog,Transfer
1488,A662156,Cat,Adoption
1489,A673492,Cat,Adoption
1490,A675020,Dog,Return to Owner
1491,A680548,Dog,Adoption
1492,A683589,Cat,Transfer
1493,A676654,Dog,Transfer
1494,A671368,Dog,Transfer
1495,A683908,Cat,Transfer
1496,A680124,Cat,Adoption
1497,A686691,Dog,Transfer
1498,A656425,Dog,Return to Owner
1499,A681481,Cat,Transfer
1500,A670565,Other,Euthanasia
1501,A680349,Cat,Adoption
1502,A684648,Cat,Adoption
1503,A616271,Dog,Transfer
1504,A650282,Dog,Adoption
1505,A692081,Dog,Adoption
1506,A686806,Dog,Adoption
1507,A687085,Cat,Transfer
1508,A668280,Dog,Transfer
1509,A691029,Dog,Adoption
1510,A692091,Dog,Adoption
1511,A689516,Dog,Return to Owner
1512,A674995,Dog,Adoption
1513,A674087,Other,Euthanasia
1514,A686678,Cat,Transfer
1515,A685433,Dog,Return to Owner
1516,A680559,Cat,Adoption
1517,A683586,Cat,Euthanasia
1518,A693709,Dog,Adoption
1519,A689034,Dog,Return to Owner
1520,A690542,Cat,Adoption
1521,A689112,Cat,Return to Owner
1522,A688072,Cat,Transfer
1523,A684706,Cat,Transfer
1524,A669583,Dog,Adoption
1525,A676111,Dog,Return to Owner
1526,A678091,Cat,Adoption
1527,A685008,Dog,Adoption
1528,A690810,Cat,Transfer
1529,A668687,Cat,Transfer
1530,A677459,Dog,Adoption
1531,A666955,Dog,Adoption
1532,A665396,Cat,Transfer
1533,A690347,Cat,Transfer
1534,A685677,Dog,Adoption
1535,A684302,Dog,Adoption
1536,A691099,Cat,Transfer
1537,A668274,Cat,Adoption
1538,A672166,Dog,Transfer
1539,A604785,Dog,Adoption
1540,A674840,Other,Transfer
1541,A673386,Other,Euthanasia
1542,A669224,Dog,Adoption
1543,A677361,Cat,Transfer
1544,A667413,Cat,Adoption
1545,A668356,Dog,Euthanasia
1546,A682407,Other,Euthanasia
1547,A676613,Cat,Return to Owner
1548,A691200,Cat,Adoption
1549,A683929,Dog,Transfer
1550,A670249,Dog,Transfer
1551,A688557,Dog,Adoption
1552,A667150,Dog,Adoption
1553,A679469,Dog,Transfer
1554,A675569,Cat,Transfer
1555,A663123,Dog,Return to Owner
1556,A668100,Dog,Return to Owner
1557,A688194,Dog,Transfer
1558,A666648,Dog,Return to Owner
1559,A483240,Cat,Adoption
1560,A674159,Dog,Transfer
1561,A665662,Cat,Adoption
1562,A670928,Cat,Return to Owner
1563,A677677,Other,Adoption
1564,A682709,Dog,Return to Owner
1565,A683748,Cat,Transfer
1566,A667404,Dog,Return to Owner
1567,A670393,Dog,Adoption
1568,A667153,Cat,Euthanasia
1569,A671998,Dog,Return to Owner
1570,A683248,Cat,Transfer
1571,A682864,Cat,Transfer
1572,A684978,Cat,Transfer
1573,A659579,Cat,Transfer
1574,A679503,Cat,Transfer
1575,A689506,Dog,Adoption
1576,A658878,Dog,Return to Owner
1577,A687725,Cat,Transfer
1578,A681270,Dog,Transfer
1579,A671854,Dog,Adoption
1580,A671231,Dog,Adoption
1581,A689177,Dog,Adoption
1582,A679178,Dog,Adoption
1583,A677812,Cat,Died
1584,A669996,Dog,Adoption
1585,A624126,Dog,Return to Owner
1586,A688678,Dog,Adoption
1587,A674707,Dog,Adoption
1588,A666309,Cat,Transfer
1589,A658747,Dog,Adoption
1590,A686144,Cat,Transfer
1591,A568219,Dog,Euthanasia
1592,A675365,Dog,Adoption
1593,A681642,Dog,Adoption
1594,A674045,Other,Euthanasia
1595,A673120,Dog,Adoption
1596,A679580,Dog,Transfer
1597,A688064,Dog,Transfer
1598,A685492,Cat,Transfer
1599,A625175,Dog,Transfer
1600,A687095,Dog,Adoption
1601,A665125,Cat,Transfer
1602,A581189,Cat,Transfer
1603,A679098,Dog,Return to Owner
1604,A688701,Cat,Adoption
1605,A675118,Dog,Transfer
1606,A694016,Cat,Transfer
1607,A673522,Cat,Transfer
1608,A682606,Dog,Adoption
1609,A672843,Dog,Transfer
1610,A690749,Dog,Transfer
1611,A681426,Cat,Adoption
1612,A678530,Dog,Return to Owner
1613,A692909,Dog,Euthanasia
1614,A677589,Cat,Transfer
1615,A543178,Dog,Euthanasia
1616,A659113,Dog,Adoption
1617,A680862,Other,Transfer
1618,A685960,Cat,Transfer
1619,A671736,Dog,Transfer
1620,A678833,Cat,Transfer
1621,A468181,Dog,Return to Owner
1622,A667635,Cat,Euthanasia
1623,A669424,Dog,Adoption
1624,A688332,Dog,Transfer
1625,A669131,Dog,Adoption
1626,A693455,Dog,Adoption
1627,A681193,Dog,Transfer
1628,A661132,Cat,Adoption
1629,A678240,Dog,Transfer
1630,A678643,Cat,Transfer
1631,A663920,Cat,Adoption
1632,A676274,Cat,Adoption
1633,A692371,Cat,Transfer
1634,A683424,Dog,Return to Owner
1635,A681283,Dog,Adoption
1636,A611032,Dog,Return to Owner
1637,A685563,Dog,Adoption
1638,A680684,Cat,Transfer
1639,A683572,Dog,Return to Owner
1640,A680575,Dog,Adoption
1641,A685502,Dog,Adoption
1642,A692864,Dog,Return to Owner
1643,A687266,Dog,Adoption
1644,A684480,Cat,Adoption
1645,A368930,Dog,Transfer
1646,A673548,Dog,Return to Owner
1647,A689671,Cat,Transfer
1648,A679075,Cat,Transfer
1649,A668600,Dog,Return to Owner
1650,A667823,Cat,Adoption
1651,A685640,Cat,Return to Owner
1652,A676916,Dog,Euthanasia
1653,A671143,Cat,Adoption
1654,A679156,Dog,Adoption
1655,A674618,Other,Euthanasia
1656,A690684,Other,Died
1657,A664446,Cat,Adoption
1658,A676428,Cat,Adoption
1659,A680168,Cat,Transfer
1660,A680452,Cat,Transfer
1661,A692965,Dog,Adoption
1662,A671716,Dog,Adoption
1663,A660458,Dog,Adoption
1664,A690097,Cat,Transfer
1665,A691867,Cat,Euthanasia
1666,A693697,Cat,Transfer
1667,A689476,Cat,Adoption
1668,A686782,Cat,Euthanasia
1669,A663887,Dog,Euthanasia
1670,A676372,Dog,Return to Owner
1671,A674245,Dog,Adoption
1672,A682802,Cat,Transfer
1673,A669723,Cat,Transfer
1674,A680036,Cat,Adoption
1675,A692513,Dog,Transfer
1676,A675322,Cat,Adoption
1677,A684853,Cat,Transfer
1678,A680063,Dog,Adoption
1679,A689239,Dog,Transfer
1680,A670891,Cat,Transfer
1681,A673951,Cat,Transfer
1682,A640464,Dog,Return to Owner
1683,A673709,Cat,Euthanasia
