,Animal ID,Type,Outcome Type
15811,A305310,Cat,Adoption
15812,A321176,Dog,Return To Owner
15813,A370980,Cat,Died
15814,A362608,Dog,Return To Owner
15815,A391219,Cat,Adoption
15816,A335972,Dog,Transfer
15817,A333404,Cat,Return To Owner
15818,A307900,Dog,Euthanize
15819,A308226,Dog,Adoption
15820,A328383,Dog,Adoption
15821,A345796,Other,Transfer
15822,A342602,Cat,Adoption
15823,A363666,Cat,Died
15824,A374733,Cat,Return To Owner
15825,A332144,Dog,Return To Owner
15826,A323245,Cat,Adoption
15827,A376300,Cat,Adoption
15828,A326421,Cat,Adoption
15829,A375068,Other,Transfer
15830,A347326,Dog,Return To Owner
15831,A340701,Cat,Transfer
15832,A312262,Dog,Return To Owner
15833,A352647,Cat,Euthanize
15834,A374577,Cat,Transfer
15835,A339513,Cat,Transfer
15836,A281567,Dog,Return To Owner
15837,A355225,Cat,Adoption
15838,A309130,Dog,Euthanize
15839,A348047,Dog,Return To Owner
15840,A356328,Dog,Adoption
15841,A339332,Cat,Euthanize
15842,A361020,Cat,Adoption
15843,A280640,Dog,Adoption
15844,A337042,Cat,Adoption
15845,A322901,Cat,Euthanize
15846,A338611,Cat,Adoption
15847,A378487,Cat,Adoption
15848,A337351,Dog,Return To Owner
15849,A327067,Cat,Euthanize
15850,A311114,Cat,Return To Owner
15851,A374796,Dog,Return To Owner
15852,A335183,Cat,Transfer
15853,A365353,Cat,Adoption
15854,A356736,Cat,Adoption
15855,A024116,Dog,Euthanize
15856,A312933,Dog,Adoption
15857,A334529,Dog,Adoption
15858,A343763,Cat,Euthanize
15859,A374877,Cat,Transfer
15860,A309700,Dog,Transfer
15861,A292731,Dog,Return To Owner
15862,A312793,Cat,Euthanize
15863,A326949,Dog,Adoption
15864,A356733,Cat,Adoption
15865,A342606,Cat,Adoption
15866,A321717,Dog,Return To Owner
15867,A344870,Dog,Return To Owner
15868,A370463,Cat,Transfer
15869,A353250,Cat,Adoption
15870,A364895,Cat,Adoption
15871,A309226,Dog,Return To Owner
15872,A375884,Cat,Adoption
15873,A337820,Cat,Adoption
15874,A317302,Dog,Return To Owner
15875,A335116,Cat,Return To Owner
15876,A306148,Cat,Transfer
15877,A370671,Cat,Adoption
15878,A308332,Cat,Transfer
15879,A349186,Dog,Return To Owner
15880,A364805,Dog,Return To Owner
15881,A374730,Cat,Euthanize
15882,A327709,Dog,Return To Owner
15883,A390783,Cat,Transfer
15884,A237471,Dog,Adoption
15885,A312358,Dog,Return To Owner
15886,A330646,Dog,Adoption
15887,A344635,Cat,Euthanize
15888,A369468,Dog,Transfer
15889,A338108,Dog,Return To Owner
15890,A362299,Cat,Euthanize
15891,A372481,Cat,Euthanize
15892,A354559,Dog,Adoption
15893,A254832,Cat,Return To Owner
15894,A330162,Dog,Return To Owner
15895,A348192,Cat,Adoption
15896,A305634,Dog,Return To Owner
15897,A341827,Cat,Return To Owner
15898,A308659,Cat,Adoption
15899,A326924,Cat,Adoption
15900,A310245,Cat,Adoption
15901,A338210,Cat,Adoption
15902,A360601,Dog,Transfer
15903,A370959,Dog,Return To Owner
15904,A278824,Dog,Return To Owner
15905,A317180,Dog,Return To Owner
15906,A267061,Dog,Return To Owner
15907,A375527,Dog,Return To Owner
15908,A386121,Cat,Euthanize
15909,A303675,Dog,Transfer
15910,A308035,Dog,Euthanize
15911,A364784,Other,Adoption
15912,A367849,Other,Euthanize
15913,A275850,Dog,Transfer
15914,A356505,Cat,Euthanize
15915,A390774,Cat,Euthanize
15916,A351194,Cat,Euthanize
15917,A384358,Dog,Adoption
15918,A307474,Cat,Transfer
15919,A348413,Dog,Adoption
15920,A356783,Cat,Transfer
15921,A362546,Cat,Return To Owner
15922,A386096,Dog,Transfer
15923,A378295,Dog,Transfer
15924,A342066,Cat,Euthanize
15925,A337637,Cat,Adoption
15926,A209406,Cat,Adoption
15927,A340849,Dog,Adoption
15928,A388002,Dog,Transfer
15929,A348000,Dog,Return To Owner
15930,A314901,Dog,Return To Owner
15931,A278461,Cat,Adoption
15932,A389656,Dog,Adoption
15933,A033885,Dog,Return To Owner
15934,A347529,Dog,Return To Owner
15935,A354264,Dog,Adoption
15936,A331294,Dog,Return To Owner
15937,A325072,Dog,Adoption
15938,A312020,Dog,Adoption
15939,A349668,Dog,Euthanize
15940,A391099,Other,Euthanize
15941,A309155,Dog,Return To Owner
15942,A352699,Dog,Return To Owner
15943,A221252,Dog,Return To Owner
15944,A374426,Cat,Adoption
15945,A304784,Cat,Euthanize
15946,A341823,Dog,Return To Owner
15947,A346403,Cat,Adoption
15948,A307528,Cat,Adoption
15949,A309173,Cat,Return To Owner
15950,A386973,Cat,Adoption
15951,A309047,Dog,Return To Owner
15952,A332797,Dog,Return To Owner
15953,A302234,Other,Euthanize
15954,A311060,Dog,Adoption
15955,A366890,Dog,Euthanize
15956,A354745,Dog,Return To Owner
15957,A299477,Dog,Euthanize
15958,A385962,Other,Euthanize
15959,A300239,Dog,Euthanize
15960,A353455,Cat,Return To Owner
15961,A313976,Other,Euthanize
15962,A253284,Dog,Euthanize
15963,A375201,Dog,Return To Owner
15964,A329353,Other,Euthanize
15965,A313896,Dog,Disposal
15966,A310284,Dog,Adoption
15967,A302804,Other,Return To Owner
15968,A317844,Cat,Adoption
15969,A340358,Dog,Adoption
15970,A308440,Dog,Adoption
15971,A301039,Dog,Euthanize
15972,A307277,Dog,Euthanize
15973,A347556,Dog,Return To Owner
15974,A371178,Other,Transfer
15975,A224418,Dog,Return To Owner
15976,A326206,Cat,Adoption
15977,A340823,Cat,Adoption
15978,A355223,Cat,Adoption
15979,A314291,Cat,Transfer
15980,A352519,Dog,Euthanize
15981,A303194,Dog,Euthanize
15982,A365676,Other,Adoption
15983,A321463,Cat,Adoption
15984,A374873,Dog,Return To Owner
15985,A381764,Dog,Adoption
15986,A291746,Dog,Adoption
15987,A337614,Dog,Return To Owner
15988,A377477,Cat,Euthanize
15989,A267473,Dog,Return To Owner
15990,A362329,Dog,Transfer
15991,A324738,Cat,Return To Owner
15992,A384932,Dog,Return To Owner
15993,A362750,Other,Transfer
15994,A381931,Dog,Adoption
15995,A331370,Dog,Transfer
15996,A376082,Cat,Euthanize
15997,A329404,Dog,Return To Owner
15998,A317839,Cat,Transfer
15999,A372093,Dog,Euthanize
16000,A354767,Dog,Adoption
16001,A304549,Dog,Adoption
16002,A377428,Dog,Return To Owner
16003,A327908,Cat,Adoption
16004,A389669,Cat,Adoption
16005,A388695,Other,Euthanize
16006,A381324,Dog,Transfer
16007,A344952,Dog,Return To Owner
16008,A322680,Dog,Euthanize
16009,A342533,Cat,Adoption
16010,A321412,Cat,Transfer
16011,A329974,Dog,Euthanize
16012,A342439,Cat,Return To Owner
16013,A332615,Other,Return To Owner
16014,A375450,Dog,Return To Owner
16015,A382110,Other,Adoption
16016,A379293,Dog,Return To Owner
16017,A306623,Dog,Transfer
16018,A387702,Dog,Return To Owner
16019,A344528,Dog,Return To Owner
16020,A356609,Cat,Transfer
16021,A388041,Dog,Adoption
16022,A322707,Cat,Transfer
16023,A347070,Cat,Adoption
16024,A341112,Cat,Adoption
16025,A385875,Dog,Return To Owner
16026,A309997,Cat,Adoption
16027,A316379,Dog,Return To Owner
16028,A375217,Cat,Adoption
16029,A344462,Cat,Adoption
16030,A324219,Dog,Return To Owner
16031,A296893,Dog,Return To Owner
16032,A310677,Cat,Adoption
16033,A312717,Cat,Adoption
16034,A275496,Dog,Return To Owner
16035,A340084,Dog,Adoption
16036,A306419,Other,Transfer
16037,A303162,Dog,Adoption
16038,A340242,Cat,Transfer
16039,A297924,Dog,Euthanize
16040,A322542,Cat,Adoption
16041,A371212,Other,Transfer
16042,A328033,Dog,Return To Owner
16043,A315673,Cat,Euthanize
16044,A366764,Dog,Transfer
16045,A329434,Dog,Transfer
16046,A242241,Dog,Return To Owner
16047,A337497,Dog,Return To Owner
16048,A285996,Dog,Return To Owner
16049,A307014,Dog,Transfer
16050,A338488,Cat,Adoption
16051,A392177,Dog,Adoption
16052,A346514,Dog,Adoption
16053,A350319,Dog,Return To Owner
16054,A302903,Dog,Adoption
16055,A362804,Other,Transfer
16056,A326863,Other,Euthanize
16057,A384169,Dog,Euthanize
16058,A362386,Other,Euthanize
16059,A370788,Dog,Adoption
16060,A303756,Dog,Return To Owner
16061,A391184,Cat,Return To Owner
16062,A354684,Other,Adoption
16063,A342486,Dog,Return To Owner
16064,A384550,Dog,Adoption
16065,A356360,Dog,Adoption
16066,A311273,Cat,Transfer
16067,A390298,Cat,Transfer
16068,A375765,Dog,Adoption
16069,A373407,Dog,Adoption
16070,A312994,Cat,Euthanize
16071,A307811,Cat,Adoption
16072,A283018,Dog,Return To Owner
16073,A384356,Dog,Adoption
16074,A311769,Dog,Adoption
16075,A331036,Dog,Return To Owner
16076,A309324,Cat,Adoption
16077,A370495,Dog,Return To Owner
16078,A372374,Dog,Adoption
16079,A375140,Cat,Transfer
16080,A304020,Cat,Return To Owner
16081,A346321,Dog,Return To Owner
16082,A354598,Dog,Euthanize
16083,A018849,Dog,Return To Owner
16084,A310278,Dog,Adoption
16085,A353414,Dog,Return To Owner
16086,A304106,Dog,Return To Owner
16087,A346503,Cat,Return To Owner
16088,A317715,Dog,Euthanize
16089,A296386,Dog,Return To Owner
16090,A390468,Other,Adoption
16091,A375381,Other,Adoption
16092,A326066,Dog,Return To Owner
16093,A344547,Dog,Adoption
16094,A302655,Cat,Adoption
16095,A329099,Dog,Adoption
16096,A337639,Cat,Adoption
16097,A343048,Cat,Transfer
16098,A324237,Cat,Transfer
16099,A363878,Cat,Transfer
16100,A326037,Cat,Euthanize
16101,A375781,Cat,Euthanize
16102,A309524,Cat,Transfer
16103,A314014,Dog,Euthanize
16104,A322883,Dog,Return To Owner
16105,A330682,Other,Euthanize
16106,A370189,Other,Transfer
16107,A329777,Cat,Adoption
16108,A365456,Other,Disposal
16109,A354601,Cat,Adoption
16110,A384404,Dog,Return To Owner
16111,A311986,Cat,Transfer
16112,A375611,Dog,Return To Owner
16113,A300326,Dog,Euthanize
16114,A376204,Dog,Return To Owner
16115,A375339,Dog,Adoption
16116,A308679,Dog,Return To Owner
16117,A317479,Cat,Transfer
16118,A303467,Dog,Return To Owner
16119,A303207,Dog,Return To Owner
16120,A357200,Cat,Adoption
16121,A360551,Cat,Adoption
16122,A353452,Cat,Euthanize
16123,A365600,Dog,Return To Owner
16124,A311864,Dog,Adoption
16125,A313055,Cat,Return To Owner
16126,A291210,Dog,Return To Owner
16127,A328688,Other,Transfer
16128,A340066,Dog,Adoption
16129,A386862,Cat,Adoption
16130,A319435,Cat,Adoption
16131,A381826,Cat,Adoption
16132,A329349,Cat,Adoption
16133,A337616,Other,Return To Owner
16134,A388712,Dog,Transfer
16135,A302987,Dog,Return To Owner
16136,A290234,Dog,Return To Owner
16137,A323146,Cat,Euthanize
16138,A307606,Cat,Return To Owner
16139,A340682,Dog,Adoption
16140,A347937,Cat,Return To Owner
16141,A314654,Cat,Adoption
16142,A302570,Dog,Adoption
16143,A341787,Dog,Euthanize
16144,A353225,Dog,Return To Owner
16145,A349779,Dog,Return To Owner
16146,A369183,Dog,Euthanize
16147,A375552,Cat,Transfer
16148,A345879,Dog,Euthanize
16149,A372640,Cat,Euthanize
16150,A353866,Dog,Return To Owner
16151,A393258,Dog,Return To Owner
16152,A313270,Dog,Adoption
16153,A386527,Cat,Adoption
16154,A356262,Other,Transfer
16155,A343094,Dog,Return To Owner
16156,A330699,Dog,Return To Owner
16157,A341309,Cat,Adoption
16158,A312367,Dog,Adoption
16159,A391868,Dog,Transfer
16160,A384844,Cat,Euthanize
16161,A318729,Dog,Adoption
16162,A362554,Cat,Return To Owner
16163,A352327,Dog,Return To Owner
16164,A298955,Dog,Adoption
16165,A321465,Cat,Adoption
16166,A354883,Cat,Adoption
16167,A354164,Dog,Adoption
16168,A315774,Dog,Adoption
16169,A392166,Other,Transfer
16170,A371191,Cat,Adoption
16171,A246267,Dog,Return To Owner
16172,A308815,Cat,Euthanize
16173,A374921,Cat,Return To Owner
16174,A316263,Dog,Return To Owner
16175,A351131,Other,Disposal
16176,A300372,Dog,Euthanize
16177,A353463,Cat,Adoption
16178,A312401,Cat,Adoption
16179,A361110,Cat,Transfer
16180,A377138,Other,Euthanize
16181,A338639,Cat,Transfer
16182,A343722,Cat,Transfer
16183,A374106,Cat,Euthanize
16184,A341172,Cat,Euthanize
16185,A329444,Dog,Return To Owner
16186,A297998,Dog,Return To Owner
16187,A335998,Cat,Euthanize
16188,A331591,Other,Adoption
16189,A376207,Dog,Euthanize
16190,A344693,Dog,Return To Owner
16191,A316671,Dog,Transfer
16192,A326485,Dog,Euthanize
16193,A374445,Cat,Return To Owner
16194,A387041,Other,Transfer
16195,A352243,Dog,Adoption
16196,A311340,Dog,Return To Owner
16197,A372210,Dog,Adoption
16198,A382216,Cat,Return To Owner
16199,A381685,Dog,Return To Owner
16200,A367802,Dog,Return To Owner
16201,A285880,Dog,Return To Owner
16202,A328312,Dog,Return To Owner
16203,A365642,Dog,Return To Owner
16204,A370692,Other,Euthanize
16205,A340288,Dog,Transfer
16206,A302215,Other,Euthanize
16207,A341992,Dog,Adoption
16208,A321698,Dog,Adoption
16209,A309598,Dog,Return To Owner
16210,A372613,Dog,Transfer
16211,A307390,Dog,Return To Owner
16212,A391128,Dog,Return To Owner
16213,A311368,Cat,Adoption
16214,A329977,Cat,Adoption
16215,A303109,Dog,Adoption
16216,A324125,Dog,Adoption
16217,A350882,Cat,Adoption
16218,A348599,Dog,Return To Owner
16219,A337700,Cat,Adoption
16220,A270894,Dog,Return To Owner
16221,A349854,Dog,Adoption
16222,A324102,Cat,Euthanize
16223,A300861,Cat,Adoption
16224,A370588,Cat,Euthanize
16225,A375203,Dog,Return To Owner
16226,A362781,Dog,Return To Owner
16227,A363824,Dog,Return To Owner
16228,A340216,Cat,Adoption
16229,A385890,Dog,Return To Owner
16230,A337640,Cat,Adoption
16231,A302157,Dog,Return To Owner
16232,A332789,Other,Disposal
16233,A330271,Other,Transfer
16234,A356747,Cat,Adoption
16235,A322908,Dog,Return To Owner
16236,A353217,Dog,Return To Owner
16237,A385056,Dog,Transfer
16238,A388838,Cat,Transfer
16239,A304153,Dog,Euthanize
16240,A390312,Dog,Return To Owner
16241,A312995,Dog,Return To Owner
16242,A371816,Dog,Return To Owner
16243,A344638,Cat,Adoption
16244,A297403,Cat,Return To Owner
16245,A368909,Cat,Disposal
16246,A339502,Dog,Return To Owner
16247,A336911,Dog,Return To Owner
16248,A309331,Dog,Return To Owner
16249,A354201,Cat,Euthanize
16250,A324125,Dog,Adoption
16251,A392079,Dog,Return To Owner
16252,A333087,Dog,Adoption
16253,A300809,Dog,Adoption
16254,A313082,Dog,Adoption
16255,A374055,Cat,Euthanize
16256,A388724,Cat,Adoption
16257,A371271,Dog,Transfer
16258,A306180,Dog,Return To Owner
16259,A365480,Cat,Euthanize
16260,A335077,Cat,Adoption
16261,A368888,Cat,Adoption
16262,A348572,Cat,Euthanize
16263,A337898,Cat,Adoption
16264,A337035,Dog,Adoption
16265,A328654,Dog,Return To Owner
16266,A315331,Dog,Adoption
16267,A386756,Other,Adoption
16268,A377100,Cat,Transfer
16269,A339299,Cat,Adoption
16270,A320754,Dog,Return To Owner
16271,A338613,Dog,Return To Owner
16272,A384177,Dog,Adoption
16273,A370188,Other,Transfer
16274,A323946,Cat,Adoption
16275,A216694,Dog,Return To Owner
16276,A218768,Dog,Euthanize
16277,A275015,Dog,Adoption
16278,A342435,Cat,Adoption
16279,A373172,Cat,Return To Owner
16280,A322621,Cat,Adoption
16281,A327956,Dog,Transfer
16282,A382276,Dog,Transfer
16283,A383866,Dog,Transfer
16284,A312257,Dog,Return To Owner
16285,A322321,Dog,Adoption
16286,A384964,Cat,Adoption
16287,A259637,Dog,Euthanize
16288,A362799,Dog,Adoption
16289,A370678,Dog,Return To Owner
16290,A306243,Dog,Euthanize
16291,A334438,Dog,Adoption
16292,A318094,Dog,Adoption
16293,A391851,Dog,Adoption
16294,A342494,Dog,Adoption
16295,A332410,Dog,Adoption
16296,A354882,Cat,Return To Owner
16297,A274471,Dog,Return To Owner
16298,A315852,Other,Return To Owner
16299,A333197,Dog,Return To Owner
16300,A302489,Other,Euthanize
16301,A370582,Dog,Return To Owner
16302,A363809,Cat,Euthanize
16303,A349551,Dog,Transfer
16304,A305780,Dog,Euthanize
16305,A386337,Dog,Return To Owner
16306,A384677,Other,Adoption
16307,A351360,Cat,Euthanize
16308,A286054,Dog,Return To Owner
16309,A280179,Dog,Return To Owner
16310,A391901,Dog,Return To Owner
16311,A384612,Other,Euthanize
16312,A303460,Cat,Adoption
16313,A228453,Dog,Return To Owner
16314,A347877,Dog,Adoption
16315,A339151,Cat,Adoption
16316,A362183,Dog,Return To Owner
16317,A324476,Dog,Adoption
16318,A309775,Dog,Transfer
16319,A343141,Dog,Return To Owner
16320,A352713,Dog,Euthanize
16321,A303042,Dog,Return To Owner
16322,A324649,Dog,Return To Owner
16323,A389209,Other,Euthanize
16324,A369138,Dog,Euthanize
16325,A375407,Dog,Adoption
16326,A329525,Dog,Adoption
16327,A321757,Cat,Adoption
16328,A336741,Dog,Return To Owner
16329,A331373,Dog,Return To Owner
16330,A369410,Cat,Adoption
16331,A352708,Dog,Return To Owner
16332,A330268,Dog,Return To Owner
16333,A363993,Dog,Euthanize
16334,A362761,Other,Transfer
16335,A355892,Dog,Return To Owner
16336,A369305,Dog,Euthanize
16337,A347237,Other,Adoption
16338,A339600,Dog,Adoption
16339,A341151,Dog,Transfer
16340,A296165,Dog,Euthanize
16341,A354239,Cat,Euthanize
16342,A327149,Cat,Adoption
16343,A374013,Cat,Euthanize
16344,A327280,Cat,Euthanize
16345,A321615,Dog,Adoption
16346,A302345,Dog,Euthanize
16347,A347030,Cat,Adoption
16348,A341685,Cat,Euthanize
16349,A309890,Dog,Adoption
16350,A309707,Dog,Return To Owner
16351,A375644,Cat,Adoption
16352,A329598,Dog,Return To Owner
16353,A344977,Other,Transfer
16354,A322700,Dog,Euthanize
16355,A342007,Cat,Euthanize
16356,A342471,Dog,Adoption
16357,A313061,Dog,Return To Owner
16358,A321755,Cat,Adoption
16359,A383078,Dog,Transfer
16360,A377775,Other,Adoption
16361,A313701,Dog,Adoption
16362,A316717,Cat,Adoption
16363,A391850,Dog,Adoption
16364,A339431,Cat,Adoption
16365,A318097,Other,Adoption
16366,A306005,Dog,Return To Owner
16367,A315940,Dog,Adoption
16368,A292241,Dog,Adoption
16369,A311970,Cat,Adoption
16370,A326919,Dog,Return To Owner
16371,A320952,Dog,Return To Owner
16372,A341636,Dog,Return To Owner
16373,A380082,Dog,Return To Owner
16374,A320094,Dog,Return To Owner
16375,A353211,Dog,Return To Owner
16376,A363926,Cat,Return To Owner
16377,A355219,Cat,Adoption
16378,A226874,Dog,Return To Owner
16379,A337399,Cat,Adoption
16380,A353461,Cat,Adoption
16381,A315901,Cat,Return To Owner
16382,A323039,Other,Adoption
16383,A317050,Other,Adoption
16384,A326701,Dog,Euthanize
16385,A392482,Dog,Return To Owner
16386,A266441,Dog,Adoption
16387,A258741,Dog,Adoption
16388,A288335,Dog,Return To Owner
16389,A346445,Dog,Adoption
16390,A377583,Cat,Transfer
16391,A361224,Cat,Transfer
16392,A373694,Cat,Transfer
16393,A302431,Dog,Adoption
16394,A331595,Other,Adoption
16395,A360555,Dog,Euthanize
16396,A313367,Dog,Return To Owner
16397,A370990,Dog,Return To Owner
16398,A323991,Dog,Return To Owner
16399,A332414,Dog,Adoption
16400,A341993,Cat,Adoption
16401,A375042,Cat,Transfer
16402,A384324,Dog,Return To Owner
16403,A360521,Cat,Return To Owner
16404,A385062,Cat,Return To Owner
16405,A362702,Dog,Return To Owner
16406,A357542,Dog,Return To Owner
16407,A387982,Cat,Transfer
16408,A342682,Dog,Return To Owner
16409,A321055,Cat,Euthanize
16410,A326485,Dog,Return To Owner
16411,A309105,Dog,Euthanize
16412,A376833,Dog,Adoption
16413,A283576,Dog,Return To Owner
16414,A376035,Cat,Adoption
16415,A315807,Cat,Adoption
16416,A361109,Cat,Transfer
16417,A211689,Dog,Return To Owner
16418,A369135,Dog,Adoption
16419,A391270,Cat,Euthanize
16420,A388858,Dog,Adoption
16421,A341178,Cat,Transfer
16422,A372524,Dog,Return To Owner
16423,A315315,Dog,Return To Owner
16424,A327120,Dog,Return To Owner
16425,A370602,Cat,Adoption
16426,A307006,Dog,Euthanize
16427,A392171,Other,Died
16428,A341598,Cat,Euthanize
16429,A252054,Dog,Euthanize
16430,A250595,Dog,Return To Owner
16431,A329564,Dog,Return To Owner
16432,A387049,Dog,Transfer
16433,A271016,Dog,Return To Owner
16434,A306222,Dog,Return To Owner
16435,A309143,Dog,Adoption
16436,A332217,Dog,Euthanize
16437,A320057,Dog,Return To Owner
16438,A262708,Dog,Return To Owner
16439,A302596,Cat,Adoption
16440,A309162,Dog,Adoption
16441,A345583,Dog,Adoption
16442,A353507,Dog,Adoption
16443,A293291,Dog,Euthanize
16444,A337669,Cat,Adoption
16445,A351438,Dog,Return To Owner
16446,A392163,Dog,Return To Owner
16447,A388041,Dog,Transfer
16448,A349223,Dog,Return To Owner
16449,A340630,Cat,Transfer
16450,A344714,Dog,Return To Owner
16451,A354886,Cat,Adoption
16452,A292747,Dog,Adoption
16453,A323969,Other,Adoption
16454,A336974,Dog,Euthanize
16455,A340631,Cat,Transfer
16456,A376221,Dog,Transfer
16457,A386850,Cat,Adoption
16458,A331837,Dog,Euthanize
16459,A389968,Cat,Adoption
16460,A296148,Dog,Return To Owner
16461,A387910,Dog,Adoption
16462,A332265,Other,Transfer
16463,A337708,Other,Euthanize
16464,A319923,Dog,Transfer
16465,A375546,Cat,Transfer
16466,A360471,Cat,Adoption
16467,A390366,Cat,Adoption
16468,A349970,Cat,Adoption
16469,A292338,Dog,Euthanize
16470,A327682,Dog,Return To Owner
16471,A313280,Dog,Adoption
16472,A268391,Dog,Euthanize
16473,A321083,Dog,Adoption
16474,A338652,Cat,Adoption
16475,A390143,Cat,Euthanize
16476,A353530,Dog,Return To Owner
16477,A310277,Dog,Adoption
16478,A390380,Cat,Transfer
16479,A362672,Other,Adoption
16480,A329665,Cat,Adoption
16481,A305798,Dog,Adoption
16482,A340635,Dog,Euthanize
16483,A362456,Dog,Return To Owner
16484,A342091,Cat,Euthanize
16485,A316031,Cat,Adoption
16486,A303905,Dog,Return To Owner
16487,A336050,Other,Adoption
16488,A389520,Dog,Return To Owner
16489,A305277,Cat,Transfer
16490,A301152,Dog,Euthanize
16491,A383130,Cat,Transfer
16492,A340071,Dog,Adoption
16493,A343275,Cat,Adoption
16494,A320890,Dog,Adoption
16495,A347029,Cat,Adoption
16496,A334891,Dog,Adoption
16497,A371311,Dog,Return To Owner
16498,A330233,Cat,Euthanize
16499,A369116,Cat,Transfer
16500,A374757,Other,Transfer
16501,A321134,Cat,Return To Owner
16502,A328286,Cat,Adoption
16503,A357201,Cat,Adoption
16504,A374487,Cat,Adoption
16505,A322341,Cat,Adoption
16506,A378471,Cat,Return To Owner
16507,A374248,Other,Euthanize
16508,A372631,Other,Transfer
16509,A389013,Dog,Transfer
16510,A346371,Dog,Return To Owner
16511,A348174,Dog,Return To Owner
16512,A339384,Cat,Return To Owner
16513,A309878,Dog,Return To Owner
16514,A382427,Cat,Return To Owner
16515,A335617,Dog,Euthanize
16516,A314399,Dog,Return To Owner
16517,A324542,Dog,Return To Owner
16518,A301722,Dog,Return To Owner
16519,A330557,Dog,Euthanize
16520,A262224,Dog,Return To Owner
16521,A316615,Dog,Adoption
16522,A351352,Cat,Adoption
16523,A391603,Cat,Adoption
16524,A246278,Dog,Return To Owner
16525,A333125,Dog,Euthanize
16526,A387083,Cat,Transfer
16527,A342290,Cat,Adoption
16528,A300883,Cat,Euthanize
16529,A351474,Dog,Return To Owner
16530,A303305,Dog,Euthanize
16531,A307650,Cat,Adoption
16532,A357525,Cat,Adoption
16533,A333866,Dog,Return To Owner
16534,A255484,Dog,Return To Owner
16535,A391870,Dog,Euthanize
16536,A360468,Cat,Adoption
16537,A321409,Cat,Adoption
16538,A332412,Dog,Adoption
16539,A384550,Dog,Adoption
16540,A376243,Cat,Euthanize
16541,A343077,Cat,Euthanize
16542,A333144,Dog,Euthanize
16543,A308714,Dog,Return To Owner
16544,A354552,Cat,Return To Owner
16545,A312875,Cat,Return To Owner
16546,A362551,Dog,Adoption
16547,A341698,Dog,Adoption
16548,A364914,Cat,Adoption
16549,A360449,Dog,Adoption
16550,A310366,Dog,Return To Owner
16551,A329942,Other,Euthanize
16552,A307989,Dog,Return To Owner
16553,A302465,Other,Adoption
16554,A324576,Cat,Return To Owner
16555,A308149,Cat,Adoption
16556,A344459,Cat,Euthanize
16557,A367865,Cat,Adoption
16558,A315877,Dog,Return To Owner
16559,A374253,Other,Euthanize
16560,A292045,Dog,Return To Owner
16561,A381669,Dog,Transfer
16562,A387334,Other,Adoption
16563,A374306,Cat,Euthanize
16564,A301408,Dog,Return To Owner
16565,A392483,Dog,Return To Owner
16566,A374780,Cat,Transfer
16567,A295632,Dog,Adoption
16568,A079664,Cat,Return To Owner
16569,A305095,Dog,Adoption
16570,A340763,Cat,Return To Owner
16571,A322462,Other,Euthanize
16572,A374006,Cat,Transfer
16573,A349942,Dog,Adoption
16574,A267380,Dog,Return To Owner
16575,A340746,Dog,Return To Owner
16576,A316203,Dog,Adoption
16577,A347848,Dog,Return To Owner
16578,A342301,Dog,Transfer
16579,A320842,Dog,Return To Owner
16580,A342410,Dog,Return To Owner
16581,A322582,Cat,Return To Owner
16582,A392061,Dog,Return To Owner
16583,A364898,Other,Transfer
16584,A318925,Cat,Return To Owner
16585,A321759,Cat,Euthanize
16586,A329961,Dog,Adoption
16587,A386010,Cat,Transfer
16588,A339173,Cat,Adoption
16589,A349816,Dog,Euthanize
16590,A382117,Dog,Return To Owner
16591,A389213,Cat,Transfer
16592,A320981,Dog,Adoption
16593,A308444,Dog,Adoption
16594,A307628,Cat,Transfer
16595,A312960,Dog,Adoption
16596,A374011,Dog,Return To Owner
16597,A373300,Cat,Euthanize
16598,A287082,Dog,Adoption
16599,A354673,Dog,Adoption
16600,A345987,Dog,Return To Owner
16601,A388875,Dog,Return To Owner
16602,A382152,Cat,Return To Owner
16603,A372633,Dog,Adoption
16604,A223525,Dog,Return To Owner
16605,A341580,Cat,Adoption
16606,A375821,Dog,Return To Owner
16607,A312315,Cat,Euthanize
16608,A337545,Dog,Euthanize
16609,A340645,Dog,Adoption
16610,A326247,Dog,Transfer
16611,A390122,Other,Adoption
16612,A373490,Cat,Adoption
16613,A388785,Cat,Euthanize
16614,A317731,Dog,Return To Owner
16615,A301053,Dog,Return To Owner
16616,A324882,Cat,Adoption
16617,A339823,Dog,Return To Owner
16618,A340799,Cat,Euthanize
16619,A334888,Dog,Return To Owner
16620,A324884,Cat,Adoption
16621,A374047,Dog,Return To Owner
16622,A321399,Dog,Transfer
16623,A331479,Dog,Return To Owner
16624,A351163,Other,Transfer
16625,A390784,Cat,Transfer
16626,A303032,Other,Return To Owner
16627,A388879,Dog,Euthanize
16628,A319823,Cat,Transfer
16629,A339536,Cat,Adoption
16630,A307027,Dog,Adoption
16631,A340300,Cat,Adoption
16632,A381837,Cat,Transfer
16633,A302494,Other,Euthanize
16634,A387355,Cat,Adoption
16635,A329893,Dog,Adoption
16636,A316105,Dog,Return To Owner
16637,A377606,Dog,Return To Owner
16638,A351125,Dog,Adoption
16639,A326784,Dog,Euthanize
16640,A383518,Cat,Adoption
16641,A348030,Dog,Adoption
16642,A389067,Cat,Adoption
16643,A378573,Cat,Adoption
16644,A387276,Cat,Euthanize
16645,A389624,Cat,Adoption
