,Animal ID,Type,Outcome Type
2462,A397791,Cat,Transfer
2463,A397738,Dog,Return To Owner
2464,A377194,Dog,Transfer
2465,A400114,Cat,Adoption
2466,A309388,Cat,Transfer
2467,A391037,Cat,Return To Owner
2468,A382118,Dog,Transfer
2469,A365299,Dog,Transfer
2470,A352823,Cat,Transfer
2471,A387380,Cat,Transfer
2472,A338596,Dog,Transfer
2473,A375995,Dog,Transfer
2474,A384804,Dog,Transfer
2475,A368576,Dog,Return To Owner
2476,A393996,Dog,Transfer
2477,A322826,Dog,Transfer
2478,A309295,Cat,Transfer
2479,A392117,Cat,Transfer
2480,A391931,Dog,Transfer
2481,A351308,Dog,Transfer
2482,A277210,Dog,Return To Owner
2483,A390990,Cat,Transfer
2484,A368465,Dog,Adoption
2485,A317719,Dog,Return To Owner
2486,A295646,Dog,Return To Owner
2487,A396602,Dog,Return To Owner
2488,A396693,Dog,Return To Owner
2489,A288978,Dog,Return To Owner
2490,A396234,Dog,Adoption
2491,A396648,Dog,Return To Owner
2492,A396213,Dog,Adoption
2493,A304692,Dog,Return To Owner
2494,A396692,Dog,Return To Owner
2495,A358654,Cat,Transfer
2496,A392488,Dog,Transfer
2497,A308870,Dog,Adoption
2498,A396261,Dog,Adoption
2499,A356737,Cat,Transfer
2500,A391104,Cat,Adoption
2501,A330255,Dog,Transfer
2502,A391160,Cat,Transfer
2503,A374156,Other,Transfer
2504,A387379,Cat,Transfer
2505,A397746,Dog,Return To Owner
2506,A341702,Dog,Transfer
2507,A360883,Cat,Transfer
2508,A392493,Dog,Transfer
2509,A392500,Dog,Transfer
2510,A345667,Dog,Transfer
2511,A391924,Cat,Transfer
2512,A335510,Other,Transfer
2513,A336014,Cat,Transfer
2514,A385852,Cat,Transfer
2515,A396691,Dog,Return To Owner
2516,A289923,Dog,Transfer
2517,A396264,Dog,Transfer
2518,A368096,Dog,Transfer
2519,A388782,Cat,Transfer
2520,A368950,Other,Transfer
2521,A396122,Cat,Transfer
2522,A393880,Dog,Transfer
2523,A382201,Dog,Adoption
2524,A397737,Dog,Return To Owner
2525,A375620,Cat,Transfer
2526,A305291,Other,Transfer
2527,A307317,Other,Transfer
2528,A390771,Dog,Transfer
2529,A323928,Other,Transfer
2530,A391162,Cat,Transfer
2531,A353907,Cat,Transfer
2532,A389328,Cat,Transfer
2533,A396842,Dog,Transfer
2534,A390988,Cat,Transfer
2535,A340625,Cat,Transfer
2536,A336013,Cat,Transfer
2537,A393756,Dog,Transfer
2538,A340175,Cat,Transfer
2539,A391313,Cat,Transfer
2540,A393452,Cat,Transfer
2541,A357515,Other,Transfer
2542,A373803,Other,Transfer
2543,A387060,Dog,Transfer
2544,A390808,Dog,Return To Owner
2545,A396708,Dog,Return To Owner
2546,A396732,Other,Euthanize
2547,A255389,Dog,Transfer
2548,A305296,Other,Transfer
2549,A355784,Dog,Transfer
2550,A396725,Cat,Transfer
2551,A379992,Dog,Transfer
2552,A396714,Dog,Return To Owner
2553,A396417,Dog,Return To Owner
2554,A336473,Cat,Transfer
2555,A393736,Dog,Adoption
2556,A353285,Cat,Transfer
2557,A396726,Cat,Transfer
2558,A377517,Dog,Transfer
2559,A374134,Other,Transfer
2560,A396053,Other,Adoption
2562,A336012,Cat,Transfer
2563,A279649,Dog,Transfer
2564,A355645,Cat,Transfer
2565,A391135,Cat,Transfer
2566,A396715,Dog,Return To Owner
2567,A386797,Dog,Adoption
2568,A393266,Dog,Return To Owner
2569,A397568,Cat,Return To Owner
2570,A397650,Dog,Euthanize
2571,A395483,Dog,Return To Owner
2572,A377186,Cat,Transfer
2573,A369236,Dog,Transfer
2574,A391757,Cat,Transfer
2575,A387284,Cat,Transfer
2576,A310050,Cat,Transfer
2577,A375661,Cat,Transfer
2578,A310111,Cat,Transfer
2579,A384476,Cat,Transfer
2580,A375962,Dog,Transfer
2581,A386664,Cat,Transfer
2582,A388761,Cat,Transfer
2583,A348175,Cat,Transfer
2584,A397792,Cat,Transfer
2585,A374582,Cat,Transfer
2586,A386296,Cat,Transfer
2587,A391919,Cat,Transfer
2588,A377578,Other,Transfer
2589,A373011,Cat,Transfer
2590,A353512,Cat,Transfer
2591,A390763,Cat,Transfer
2592,A326388,Cat,Transfer
2593,A373017,Cat,Transfer
2594,A385918,Dog,Transfer
2595,A306557,Cat,Transfer
2596,A354878,Cat,Transfer
2597,A396168,Dog,Adoption
2598,A396768,Other,Euthanize
2599,A396542,Other,Adoption
2600,A395774,Dog,Transfer
2601,A354634,Cat,Transfer
2602,A358984,Cat,Transfer
2603,A362398,Dog,Transfer
2604,A370631,Other,Transfer
2605,A366445,Dog,Transfer
2606,A368068,Dog,Adoption
2607,A363778,Dog,Transfer
2608,A303649,Dog,Return To Owner
2609,A396745,Other,Euthanize
2610,A396570,Dog,Return To Owner
2611,A309590,Other,Transfer
2612,A370946,Cat,Transfer
2613,A396492,Other,Adoption
2614,A391671,Dog,Transfer
2615,A373413,Other,Transfer
2616,A326346,Other,Transfer
2617,A312555,Dog,Transfer
2618,A377247,Dog,Transfer
2619,A321702,Other,Transfer
2620,A396326,Cat,Adoption
2621,A396307,Cat,Adoption
2622,A386012,Dog,Return To Owner
2623,A397638,Cat,Return To Owner
2624,A397632,Dog,Return To Owner
2625,A288467,Dog,Return To Owner
2626,A395850,Cat,Adoption
2627,A393448,Dog,Adoption
2628,A386117,Dog,Transfer
2629,A348519,Dog,Adoption
2630,A308959,Cat,Transfer
2631,A379058,Dog,Transfer
2632,A379278,Dog,Transfer
2633,A349124,Dog,Adoption
2634,A396229,Dog,Adoption
2635,A339265,Dog,Euthanize
2636,A358641,Other,Transfer
2637,A367836,Dog,Transfer
2638,A386289,Cat,Transfer
2639,A396782,Dog,Return To Owner
2640,A375502,Cat,Transfer
2641,A308912,Cat,Transfer
2642,A393042,Cat,Transfer
2643,A392036,Dog,Transfer
2644,A351143,Dog,Transfer
2645,A305300,Other,Transfer
2646,A373251,Cat,Transfer
2647,A379827,Cat,Transfer
2648,A391898,Dog,Return To Owner
2649,A369438,Other,Transfer
2650,A376277,Dog,Transfer
2651,A360706,Cat,Disposal
2653,A376059,Cat,Transfer
2654,A386291,Cat,Transfer
2655,A377773,Dog,Transfer
2656,A387283,Cat,Transfer
2657,A391990,Dog,Transfer
2658,A375074,Cat,Transfer
2659,A311557,Dog,Transfer
2660,A400370,Dog,Return To Owner
2661,A304105,Cat,Transfer
2662,A387909,Dog,Transfer
2663,A391341,Dog,Return To Owner
2664,A387358,Dog,Transfer
2665,A374753,Dog,Transfer
2666,A391309,Cat,Transfer
2667,A373247,Cat,Transfer
2668,A308647,Cat,Transfer
2669,A307095,Dog,Transfer
2670,A397796,Cat,Disposal
2671,A353538,Dog,Return To Owner
2672,A337688,Cat,Adoption
2673,A337690,Cat,Adoption
2674,A397785,Cat,Disposal
2675,A333197,Dog,Return To Owner
2676,A397820,Dog,Return To Owner
2677,A386292,Cat,Transfer
2678,A308110,Cat,Transfer
2679,A393330,Cat,Transfer
2680,A310287,Dog,Transfer
2681,A324947,Cat,Transfer
2682,A391331,Cat,Transfer
2683,A374517,Dog,Transfer
2684,A331652,Dog,Return To Owner
2685,A305290,Other,Transfer
2686,A310323,Dog,Adoption
2687,A397673,Dog,Return To Owner
2688,A375312,Dog,Return To Owner
2689,A401325,Dog,Return To Owner
2690,A353908,Cat,Transfer
2691,A391926,Cat,Transfer
2692,A397838,Dog,Return To Owner
2693,A354772,Cat,Euthanize
2694,A331653,Dog,Return To Owner
2695,A393600,Cat,Transfer
2696,A387384,Cat,Transfer
2697,A310687,Cat,Transfer
2698,A307319,Other,Transfer
2699,A342423,Dog,Transfer
2700,A353996,Cat,Transfer
2701,A374084,Cat,Transfer
2702,A387048,Dog,Return To Owner
2703,A329252,Dog,Transfer
2704,A386782,Other,Transfer
2705,A374586,Cat,Transfer
2706,A311389,Cat,Transfer
2707,A391116,Cat,Transfer
2708,A370779,Cat,Transfer
2709,A397187,Dog,Transfer
2710,A391940,Cat,Transfer
2711,A388762,Cat,Transfer
2712,A319820,Cat,Transfer
2713,A372752,Cat,Transfer
2714,A397843,Dog,Return To Owner
2715,A397556,Dog,Transfer
2716,A387403,Dog,Return To Owner
2717,A372148,Cat,Transfer
2718,A397853,Dog,Return To Owner
2719,A391974,Dog,Transfer
2720,A379069,Dog,Transfer
2721,A397832,Cat,Euthanize
2722,A306554,Cat,Transfer
2723,A397833,Cat,Euthanize
2725,A400113,Cat,Adoption
2726,A346301,Dog,Adoption
2727,A346301,Dog,Return To Owner
2728,A397867,Dog,Return To Owner
2729,A319505,Cat,Transfer
2730,A305293,Other,Transfer
2731,A375766,Dog,Transfer
2732,A397564,Dog,Transfer
2733,A368099,Dog,Transfer
2734,A387924,Dog,Return To Owner
2735,A383478,Dog,Transfer
2736,A397410,Dog,Return To Owner
2738,A385819,Dog,Transfer
2739,A396260,Dog,Transfer
2740,A393961,Dog,Transfer
2741,A304359,Cat,Transfer
2742,A342603,Cat,Transfer
2743,A354675,Dog,Transfer
2744,A283205,Dog,Transfer
2745,A374684,Cat,Transfer
2746,A321459,Cat,Transfer
2747,A386313,Dog,Transfer
2748,A358639,Cat,Transfer
2749,A389109,Cat,Transfer
2750,A382086,Dog,Transfer
2751,A390324,Dog,Transfer
2752,A395474,Other,Transfer
2753,A387265,Cat,Transfer
2754,A389010,Other,Euthanize
2755,A391952,Cat,Transfer
2756,A370945,Cat,Transfer
2757,A351130,Other,Transfer
2758,A374581,Cat,Transfer
2759,A354880,Cat,Transfer
2760,A397777,Dog,Transfer
2761,A373990,Dog,Transfer
2762,A316144,Dog,Transfer
2763,A310286,Dog,Transfer
2764,A387267,Cat,Transfer
2765,A396935,Dog,Transfer
2766,A377185,Cat,Transfer
2767,A373524,Cat,Transfer
2768,A401306,Dog,Return To Owner
2769,A397632,Dog,Return To Owner
2770,A386861,Cat,Euthanize
2771,A340340,Cat,Transfer
2772,A395796,Dog,Return To Owner
2773,A397575,Dog,Euthanize
2774,A397713,Cat,Return To Owner
2775,A397868,Dog,Return To Owner
2776,A374099,Dog,Return To Owner
2777,A374099,Dog,Adoption
2778,A397912,Dog,Return To Owner
2779,A345671,Dog,Return To Owner
2780,A301788,Dog,Transfer
2781,A384759,Dog,Transfer
2782,A353710,Cat,Transfer
2783,A352170,Cat,Transfer
2784,A384593,Dog,Transfer
2785,A303649,Dog,Adoption
2786,A391932,Dog,Transfer
2787,A390761,Cat,Transfer
2788,A345205,Other,Transfer
2789,A379106,Dog,Transfer
2790,A305292,Other,Transfer
2791,A305646,Dog,Transfer
2792,A368129,Other,Transfer
2793,A393261,Cat,Transfer
2794,A355646,Cat,Transfer
2795,A395647,Cat,Transfer
2796,A387996,Cat,Transfer
2797,A377558,Dog,Transfer
2798,A377551,Dog,Transfer
2799,A393216,Cat,Transfer
2800,A306453,Dog,Transfer
2801,A386351,Cat,Transfer
2802,A387912,Cat,Transfer
2803,A375194,Cat,Transfer
2804,A382223,Dog,Died
2805,A344952,Dog,Return To Owner
2806,A397634,Dog,Return To Owner
2807,A397535,Dog,Transfer
2808,A400298,Dog,Return To Owner
2809,A327400,Dog,Transfer
2810,A325029,Dog,Transfer
2811,A327221,Dog,Return To Owner
2812,A382203,Dog,Transfer
2813,A344951,Dog,Return To Owner
2814,A344951,Dog,Return To Owner
2815,A326307,Cat,Transfer
2816,A335535,Cat,Transfer
2817,A391117,Cat,Transfer
2818,A335241,Cat,Transfer
2819,A390764,Cat,Transfer
2820,A369168,Other,Transfer
2821,A321750,Cat,Transfer
2822,A373246,Cat,Transfer
2823,A397232,Cat,Euthanize
2824,A398807,Cat,Transfer
2825,A386665,Cat,Transfer
2826,A376220,Dog,Transfer
2827,A367868,Dog,Transfer
2828,A391330,Cat,Transfer
2829,A393280,Cat,Transfer
2830,A368058,Dog,Transfer
2831,A340679,Other,Transfer
2832,A391923,Cat,Transfer
2833,A327877,Other,Transfer
2834,A375777,Dog,Transfer
2835,A369404,Dog,Transfer
2836,A343167,Cat,Transfer
2837,A353208,Cat,Transfer
2838,A327147,Cat,Transfer
2839,A386181,Dog,Transfer
2840,A375147,Cat,Transfer
2841,A356738,Cat,Transfer
2842,A393446,Dog,Transfer
2843,A395983,Dog,Transfer
2844,A385855,Cat,Transfer
2845,A392150,Dog,Transfer
2846,A340626,Cat,Transfer
2847,A309169,Cat,Transfer
2848,A373249,Cat,Transfer
2849,A309387,Cat,Transfer
2850,A354063,Cat,Transfer
2851,A378250,Dog,Euthanize
2852,A375312,Dog,Euthanize
2853,A397761,Cat,Return To Owner
2854,A340210,Cat,Adoption
2855,A397850,Other,Euthanize
2856,A397937,Dog,Return To Owner
2857,A397938,Dog,Return To Owner
2858,A373172,Cat,Adoption
2859,A342453,Cat,Transfer
2860,A386352,Cat,Transfer
2861,A391634,Cat,Transfer
2862,A391053,Dog,Transfer
2863,A393251,Dog,Transfer
2864,A390530,Dog,Transfer
2865,A376018,Dog,Transfer
2866,A374679,Other,Transfer
2867,A379692,Dog,Transfer
2868,A354710,Dog,Transfer
2869,A370653,Cat,Transfer
2870,A386213,Dog,Transfer
2871,A366815,Dog,Transfer
2872,A375654,Dog,Transfer
2873,A377125,Cat,Transfer
2874,A375146,Cat,Transfer
2875,A391756,Cat,Transfer
2876,A378346,Cat,Transfer
2877,A342278,Cat,Transfer
2878,A372745,Cat,Transfer
2879,A322825,Dog,Transfer
2880,A320036,Cat,Transfer
2881,A387154,Dog,Transfer
2882,A393669,Dog,Transfer
2883,A389093,Cat,Transfer
2884,A378006,Dog,Euthanize
2885,A386925,Dog,Transfer
2886,A321749,Cat,Transfer
2887,A390989,Cat,Transfer
2888,A368579,Dog,Transfer
2889,A335239,Cat,Transfer
2890,A347725,Dog,Transfer
2891,A346447,Cat,Transfer
2892,A377579,Other,Transfer
2893,A353912,Cat,Transfer
2894,A386662,Cat,Transfer
2895,A395211,Dog,Transfer
2896,A370654,Cat,Transfer
2897,A312511,Other,Transfer
2898,A339868,Dog,Adoption
2899,A373245,Cat,Transfer
2900,A400346,Dog,Return To Owner
2902,A397682,Cat,Euthanize
2903,A375800,Cat,Adoption
2904,A347056,Dog,Transfer
2905,A269846,Cat,Return To Owner
2906,A397990,Dog,Return To Owner
2907,A265089,Cat,Transfer
2908,A374595,Other,Transfer
2909,A387563,Dog,Transfer
2910,A390017,Cat,Transfer
2911,A340680,Other,Transfer
2912,A320946,Dog,Adoption
2913,A397808,Dog,Euthanize
2914,A396883,Dog,Return To Owner
2915,A340627,Cat,Transfer
2916,A312951,Dog,Transfer
2917,A334935,Other,Transfer
2918,A316848,Other,Transfer
2919,A385881,Dog,Transfer
2920,A310455,Dog,Transfer
2921,A393900,Dog,Transfer
2922,A342277,Cat,Transfer
2923,A386332,Dog,Transfer
2924,A393245,Dog,Transfer
2925,A391920,Cat,Transfer
2926,A390828,Dog,Transfer
2927,A339014,Cat,Transfer
2928,A387936,Dog,Transfer
2929,A391608,Cat,Transfer
2930,A398808,Cat,Transfer
2931,A304103,Cat,Transfer
2932,A375356,Cat,Transfer
2933,A357016,Cat,Euthanize
2934,A339017,Cat,Transfer
2935,A310051,Cat,Transfer
2936,A377549,Dog,Transfer
2937,A363655,Cat,Transfer
2938,A387062,Dog,Transfer
2939,A370630,Other,Transfer
2940,A385867,Dog,Transfer
2941,A340341,Cat,Return To Owner
2942,A396176,Dog,Transfer
2943,A369165,Other,Transfer
2944,A379279,Dog,Transfer
2945,A397635,Dog,Return To Owner
2946,A374590,Other,Transfer
2947,A375113,Cat,Transfer
2948,A374584,Cat,Transfer
2949,A381261,Dog,Return To Owner
2950,A344870,Dog,Return To Owner
2951,A316589,Dog,Return To Owner
2952,A310288,Dog,Adoption
2953,A334881,Dog,Return To Owner
2954,A394064,Dog,Euthanize
2955,A343581,Dog,Adoption
2956,A387934,Dog,Return To Owner
2957,A319696,Dog,Transfer
2958,A352171,Cat,Transfer
2959,A387703,Cat,Transfer
2960,A336569,Cat,Transfer
2961,A310690,Cat,Transfer
2962,A388797,Dog,Transfer
2963,A339372,Dog,Transfer
2964,A369163,Other,Transfer
2965,A345805,Dog,Transfer
2966,A387913,Cat,Transfer
2967,A369166,Other,Transfer
2968,A340177,Cat,Transfer
2969,A354879,Cat,Transfer
2970,A314259,Dog,Transfer
2971,A308413,Dog,Return To Owner
2972,A308847,Other,Transfer
2973,A329378,Dog,Transfer
2974,A391163,Cat,Transfer
2975,A339016,Cat,Transfer
2976,A391903,Dog,Transfer
2977,A391925,Cat,Transfer
2978,A354633,Cat,Transfer
2979,A308944,Dog,Transfer
2980,A387897,Cat,Transfer
2981,A373248,Cat,Transfer
2982,A395625,Dog,Transfer
2983,A305303,Other,Transfer
2984,A321073,Cat,Transfer
2985,A304356,Cat,Transfer
2986,A360502,Cat,Transfer
2987,A387266,Cat,Transfer
2988,A280179,Dog,Transfer
2989,A370193,Dog,Transfer
2990,A304358,Cat,Transfer
2991,A393040,Cat,Transfer
2992,A352168,Cat,Transfer
2993,A368858,Other,Transfer
2994,A326293,Dog,Transfer
2995,A372092,Dog,Transfer
2996,A400845,Cat,Adoption
2997,A375072,Cat,Transfer
2998,A375407,Dog,Transfer
2999,A362783,Dog,Return To Owner
3000,A390120,Other,Transfer
3001,A339371,Dog,Transfer
3003,A260857,Dog,Transfer
3004,A386331,Dog,Transfer
3005,A391158,Cat,Transfer
3006,A391592,Dog,Transfer
3007,A398062,Dog,Return To Owner
3008,A397948,Cat,Euthanize
3009,A339364,Dog,Transfer
3010,A385965,Dog,Transfer
3011,A386293,Cat,Transfer
3012,A309112,Cat,Transfer
3013,A391672,Dog,Transfer
3014,A375776,Dog,Transfer
3015,A379280,Dog,Transfer
3016,A375963,Dog,Transfer
3018,A393285,Dog,Transfer
3019,A374869,Cat,Transfer
3020,A389249,Dog,Return To Owner
3021,A396911,Other,Transfer
3022,A400387,Cat,Transfer
3023,A398063,Dog,Return To Owner
3024,A311618,Dog,Transfer
3025,A396823,Cat,Transfer
3026,A305371,Other,Transfer
3027,A377471,Dog,Transfer
3028,A331946,Dog,Transfer
3029,A388763,Cat,Transfer
3030,A394305,Dog,Transfer
3031,A372601,Dog,Transfer
3032,A376110,Dog,Transfer
3033,A393311,Cat,Transfer
3034,A392267,Cat,Transfer
3035,A293756,Dog,Transfer
3036,A352714,Cat,Transfer
3037,A369334,Cat,Transfer
3038,A377474,Dog,Transfer
3039,A393909,Cat,Transfer
3040,A393282,Cat,Transfer
3041,A352824,Cat,Transfer
3042,A390987,Cat,Transfer
3043,A390762,Cat,Transfer
3044,A391938,Cat,Transfer
3045,A393957,Cat,Transfer
3046,A375503,Cat,Transfer
3047,A379602,Dog,Transfer
3048,A309111,Cat,Transfer
3049,A393043,Cat,Transfer
3050,A380855,Dog,Transfer
3051,A335238,Cat,Transfer
3052,A356741,Cat,Transfer
3053,A351129,Other,Transfer
3054,A375960,Dog,Transfer
3055,A374686,Cat,Transfer
3056,A394403,Dog,Transfer
3057,A354219,Cat,Transfer
3058,A385107,Cat,Adoption
3059,A326265,Dog,Adoption
3060,A397570,Dog,Transfer
3061,A397851,Dog,Return To Owner
3062,A396544,Dog,Transfer
3063,A370947,Cat,Transfer
3064,A384642,Dog,Return To Owner
3065,A397529,Dog,Transfer
3066,A398105,Dog,Return To Owner
3067,A340174,Cat,Transfer
3068,A386962,Cat,Transfer
3069,A305298,Other,Transfer
3070,A346436,Dog,Transfer
3071,A370570,Dog,Transfer
3072,A391312,Cat,Transfer
3073,A392035,Dog,Transfer
3074,A340217,Cat,Transfer
3075,A375354,Cat,Transfer
3076,A388784,Cat,Transfer
3077,A393223,Dog,Transfer
3078,A370786,Dog,Transfer
3079,A301928,Dog,Transfer
3080,A391311,Cat,Transfer
3081,A391314,Cat,Transfer
3082,A391758,Cat,Transfer
3083,A326219,Dog,Transfer
3084,A353911,Cat,Transfer
3085,A306286,Cat,Transfer
3086,A376165,Dog,Transfer
3087,A309390,Cat,Transfer
3088,A391007,Dog,Transfer
3089,A392040,Dog,Transfer
3090,A373534,Other,Transfer
3091,A355647,Cat,Transfer
3092,A390462,Cat,Transfer
3093,A379828,Cat,Transfer
3094,A375016,Dog,Transfer
3095,A325070,Dog,Transfer
3096,A393224,Dog,Transfer
3097,A386287,Cat,Transfer
3098,A374177,Cat,Transfer
3099,A393332,Cat,Transfer
3100,A396169,Dog,Transfer
3101,A364030,Dog,Transfer
3102,A374870,Cat,Transfer
3103,A355515,Dog,Transfer
3104,A308645,Cat,Transfer
3105,A374944,Other,Transfer
3106,A374072,Cat,Transfer
3107,A304104,Cat,Transfer
3108,A368953,Other,Transfer
3109,A343166,Cat,Transfer
3110,A353321,Cat,Transfer
3111,A388197,Dog,Adoption
3112,A398077,Cat,Transfer
3113,A398076,Cat,Transfer
3114,A398154,Other,Euthanize
3115,A387286,Cat,Transfer
3116,A360537,Cat,Transfer
3117,A308275,Dog,Transfer
3118,A396867,Other,Transfer
3119,A360536,Cat,Transfer
3120,A022677,Dog,Transfer
3121,A401412,Cat,Transfer
3122,A400842,Cat,Adoption
3123,A400846,Cat,Adoption
3124,A401265,Cat,Adoption
3125,A401366,Dog,Return To Owner
3126,A340382,Dog,Transfer
3127,A354488,Dog,Adoption
3128,A390808,Dog,Return To Owner
3129,A334952,Dog,Return To Owner
3130,A301153,Dog,Adoption
3131,A391899,Dog,Return To Owner
3132,A384020,Dog,Return To Owner
3133,A391899,Dog,Return To Owner
3134,A391899,Dog,Return To Owner
3135,A391899,Dog,Return To Owner
3136,A329641,Dog,Return To Owner
3137,A329654,Dog,Return To Owner
3138,A397576,Dog,Euthanize
3139,A391323,Cat,Adoption
3140,A398102,Dog,Return To Owner
3141,A313397,Dog,Adoption
3142,A401374,Other,Transfer
3143,A400414,Dog,Return To Owner
3144,A251728,Dog,Return To Owner
3145,A352203,Dog,Return To Owner
3146,A345572,Dog,Return To Owner
3147,A398833,Cat,Euthanize
3148,A398822,Cat,Escaped/Stolen
3149,A389053,Cat,Euthanize
3150,A362092,Dog,Return To Owner
3151,A352204,Dog,Return To Owner
3152,A398820,Cat,Escaped/Stolen
3153,A398825,Cat,Escaped/Stolen
3154,A398363,Dog,Euthanize
3155,A398823,Cat,Escaped/Stolen
3156,A339167,Dog,Return To Owner
3157,A398732,Dog,Return To Owner
3158,A395734,Dog,Adoption
3159,A201798,Cat,Euthanize
3160,A398765,Cat,Euthanize
3163,A397463,Other,Transfer
3164,A397464,Other,Transfer
3165,A366356,Dog,Return To Owner
3166,A287057,Dog,Transfer
3167,A342146,Dog,Return To Owner
3168,A323900,Dog,Return To Owner
3169,A397939,Cat,Euthanize
3170,A397636,Dog,Return To Owner
3171,A337913,Dog,Return To Owner
3172,A307107,Dog,Euthanize
3173,A398056,Other,Transfer
3174,A398055,Other,Transfer
3175,A398373,Cat,Transfer
3176,A362219,Dog,Return To Owner
3177,A323899,Dog,Return To Owner
3178,A276606,Dog,Return To Owner
3179,A398269,Other,Return To Owner
3184,A398037,Cat,Adoption
3185,A400391,Other,Transfer
3187,A400859,Dog,Adoption
3190,A356821,Dog,Return To Owner
3195,A338217,Other,Euthanize
3197,A401174,Cat,Appt
3198,A400981,Dog,Adoption
3202,A398401,Cat,Adoption
3203,A384690,Dog,Return To Owner
3204,A400190,Cat,Adoption
3205,A353192,Dog,Return To Owner
3207,A363299,Dog,Return To Owner
3208,A401422,Dog,Return To Owner
3209,A363299,Dog,Return To Owner
3210,A401279,Dog,Return To Owner
3212,A330130,Dog,Return To Owner
3213,A399112,Cat,Return To Owner
3215,A400425,Cat,Transfer
3216,A357102,Dog,Return To Owner
3217,A400322,Cat,Transfer
3218,A400324,Cat,Transfer
3219,A400323,Cat,Transfer
3220,A400428,Cat,Transfer
3221,A398063,Dog,Return To Owner
3222,A400320,Cat,Transfer
3223,A400427,Cat,Transfer
3225,A400426,Cat,Transfer
3226,A400712,Dog,Euthanize
3227,A362835,Cat,Euthanize
3228,A400474,Other,Euthanize
3229,A398849,Cat,Adoption
3230,A393817,Cat,Euthanize
3231,A400321,Cat,Transfer
3232,A400319,Cat,Transfer
3233,A400298,Dog,Return To Owner
3234,A401281,Dog,Return To Owner
3235,A363299,Dog,Adoption
3236,A401280,Dog,Return To Owner
3237,A400272,Cat,Adoption
3238,A400429,Cat,Transfer
3239,A399097,Dog,Transfer
3240,A400269,Cat,Adoption
3241,A400424,Cat,Transfer
3243,A401470,Dog,Return To Owner
3245,A302889,Dog,Return To Owner
3247,A309554,Dog,Return To Owner
3249,A309554,Dog,Return To Owner
3250,A400430,Cat,Appt
3251,A309552,Dog,Return To Owner
3252,A400112,Cat,Adoption
3253,A400334,Cat,Appt
3254,A296961,Dog,Return To Owner
3255,A400335,Cat,Appt
3256,A400115,Cat,Adoption
3258,A331316,Dog,Return To Owner
3259,A354307,Cat,Euthanize
3260,A309554,Dog,Return To Owner
3261,A401484,Dog,Return To Owner
3262,A331342,Dog,Return To Owner
3263,A296056,Dog,Return To Owner
3264,A309554,Dog,Return To Owner
3266,A309552,Dog,Return To Owner
3267,A388859,Dog,Adoption
3269,A391505,Dog,Return To Owner
3270,A309552,Dog,Return To Owner
3271,A400841,Cat,Adoption
